seq_len,d_model,nhead,window_size,batch_size,device,avg_time_s,min_time_s,max_time_s,std_time_s,memory_mb,tokens_per_sec,total_tokens,success,error
128,256,8,16,2,cuda,0.001154184341430664,0.0011374950408935547,0.001180410385131836,1.877309769156411e-05,4.548828125,221801.65750877917,256,True,
128,256,8,64,2,cuda,0.0011741320292154949,0.0011551380157470703,0.0011954307556152344,1.6529972732236286e-05,4.548828125,218033.4013808041,256,True,
128,256,16,16,2,cuda,0.0011432965596516926,0.0011336803436279297,0.0011568069458007812,9.834746319015012e-06,7.798828125,223913.90740998194,256,True,
128,256,16,64,2,cuda,0.0011410713195800781,0.0011272430419921875,0.0011591911315917969,1.3391117903280605e-05,7.798828125,224350.56916005016,256,True,
128,512,8,16,2,cuda,0.0011716683705647786,0.0011444091796875,0.0012030601501464844,2.412181310204705e-05,14.533203125,218491.8586447806,256,True,
128,512,8,64,2,cuda,0.0011475086212158203,0.0011339187622070312,0.00116729736328125,1.4314383576910532e-05,14.533203125,223092.0058175774,256,True,
128,512,16,16,2,cuda,0.0011560916900634766,0.0011420249938964844,0.0011763572692871094,1.4685500711855405e-05,15.533203125,221435.72365436173,256,True,
128,512,16,64,2,cuda,0.001157522201538086,0.0011425018310546875,0.0011823177337646484,1.7663368260914686e-05,15.533203125,221162.06467559218,256,True,
128,768,8,16,2,cuda,0.0013326009114583333,0.0012831687927246094,0.0014050006866455078,5.232200000198169e-05,34.5498046875,192105.52671755725,256,True,
128,768,8,64,2,cuda,0.0013320446014404297,0.0012767314910888672,0.001436471939086914,7.388463157173764e-05,34.7998046875,192185.7569357437,256,True,
128,768,16,16,2,cuda,0.0013588269551595051,0.0013070106506347656,0.0014350414276123047,5.5041941051362185e-05,33.7998046875,188397.7934261317,256,True,
128,768,16,64,2,cuda,0.001337289810180664,0.001287698745727539,0.0014181137084960938,5.7640454900955463e-05,34.2998046875,191431.9529327866,256,True,
