seq_len,d_model,nhead,window_size,batch_size,device,avg_time_s,min_time_s,max_time_s,std_time_s,memory_mb,tokens_per_sec,total_tokens,success,error
128,256,8,16,2,cuda,0.0027593771616617837,0.002748250961303711,0.002778291702270508,1.3443839043801944e-05,4.322265625,92774.5592580859,256,True,
128,256,8,64,2,cuda,0.0025240580240885415,0.0025010108947753906,0.0025551319122314453,2.2812171832933144e-05,6.14404296875,101423.97581863981,256,True,
128,256,16,16,2,cuda,0.0024220148722330728,0.0023975372314453125,0.0024526119232177734,2.289673636608072e-05,6.14404296875,105697.1214070088,256,True,
128,256,16,64,2,cuda,0.0024934609731038413,0.0024309158325195312,0.002585887908935547,6.670221077084983e-05,9.38623046875,102668.54094023904,256,True,
128,512,8,16,2,cuda,0.0024930636088053384,0.0024318695068359375,0.0025932788848876953,7.143871897241264e-05,14.53125,102684.90506853683,256,True,
128,512,8,64,2,cuda,0.0024811426798502603,0.002470731735229492,0.0024871826171875,7.393112010674625e-06,14.53125,103178.26623959001,256,True,
128,512,16,16,2,cuda,0.0025186538696289062,0.0024487972259521484,0.0026187896728515625,7.26268023428312e-05,15.53125,101641.59636501325,256,True,
128,512,16,64,2,cuda,0.002540111541748047,0.002479076385498047,0.0026416778564453125,7.230440600849361e-05,14.53125,100782.9757837432,256,True,
128,768,8,16,2,cuda,0.0026307900746663413,0.0025839805603027344,0.002724170684814453,6.603013440634496e-05,34.2978515625,97309.17052835089,256,True,
128,768,8,64,2,cuda,0.0026476383209228516,0.0025882720947265625,0.0027303695678710938,6.031785868529925e-05,33.7978515625,96689.94362899594,256,True,
128,768,16,16,2,cuda,0.00264588991800944,0.0025911331176757812,0.0027132034301757812,5.061978241424777e-05,33.7978515625,96753.83630192533,256,True,
128,768,16,64,2,cuda,0.002659320831298828,0.0026204586029052734,0.0027315616607666016,5.113101227101666e-05,33.7978515625,96265.18056302672,256,True,
128,1024,8,16,2,cuda,0.0026275316874186196,0.0025701522827148438,0.002741575241088867,8.06414988203815e-05,61.064453125,97429.84308269313,256,True,
128,1024,8,64,2,cuda,0.0025846163431803384,0.0025010108947753906,0.002719402313232422,9.622296074213335e-05,61.064453125,99047.58231351087,256,True,
128,1024,16,16,2,cuda,0.002578258514404297,0.0024924278259277344,0.0027222633361816406,0.00010245084278941181,61.064453125,99291.8276308489,256,True,
128,1024,16,64,2,cuda,0.0025675296783447266,0.0024895668029785156,0.0026874542236328125,8.60637132992256e-05,61.064453125,99706.73451573962,256,True,
512,256,8,16,2,cuda,0.0024656454722086587,0.002403736114501953,0.0025370121002197266,5.4819108976513914e-05,181.1640625,415307.07132957294,1024,True,
512,256,8,64,2,cuda,0.002431472142537435,0.0023632049560546875,0.002532958984375,7.31745249804102e-05,301.263671875,421144.03948357573,1024,True,
512,256,8,256,2,cuda,0.0024913152058919272,0.0023984909057617188,0.0026307106018066406,0.00010035984266536806,301.263671875,411027.8769937476,1024,True,
512,256,16,16,2,cuda,0.002438783645629883,0.0023801326751708984,0.002511739730834961,5.4672244671100974e-05,301.263671875,419881.444520481,1024,True,
512,256,16,64,2,cuda,0.0024389425913492837,0.0023703575134277344,0.0025658607482910156,8.984223131498516e-05,37.142578125,419854.08087588387,1024,True,
512,256,16,256,2,cuda,0.0024514993031819663,0.002376556396484375,0.0025320053100585938,6.358355261938278e-05,115.54248046875,417703.5655979512,1024,True,
512,512,8,16,2,cuda,0.0025430520375569663,0.002501964569091797,0.002584695816040039,3.3777180818118154e-05,87.50927734375,402665.7673052283,1024,True,
512,512,8,64,2,cuda,0.0025479793548583984,0.0025331974029541016,0.002573251724243164,1.7955942519915325e-05,61.47607421875,401887.0867409002,1024,True,
512,512,8,256,2,cuda,0.0025453567504882812,0.002514362335205078,0.002584695816040039,2.9313529557399734e-05,77.13623046875,402301.17047583364,1024,True,
512,512,16,16,2,cuda,0.0025397936503092446,0.002521038055419922,0.002571582794189453,2.2599376153534215e-05,76.13623046875,403182.36084861384,1024,True,
512,512,16,64,2,cuda,0.002589146296183268,0.002557039260864258,0.002629995346069336,3.0418905372927063e-05,76.13623046875,395497.1573099236,1024,True,
512,512,16,256,2,cuda,0.0025925636291503906,0.002560138702392578,0.002627849578857422,2.7716779360119267e-05,128.07373046875,394975.84108883573,1024,True,
512,768,8,16,2,cuda,0.002736647923787435,0.002655506134033203,0.00286102294921875,8.92977223723548e-05,85.79052734375,374180.3945985189,1024,True,
512,768,8,64,2,cuda,0.0026781558990478516,0.0026574134826660156,0.0027010440826416016,1.787662442508268e-05,52.8486328125,382352.64809044776,1024,True,
512,768,8,256,2,cuda,0.0027337869008382163,0.002707242965698242,0.002753019332885742,1.939007488939231e-05,87.19873046875,374571.99011599174,1024,True,
512,768,16,16,2,cuda,0.0027360916137695312,0.0026760101318359375,0.0028524398803710938,8.228538685452514e-05,88.19873046875,374256.47403276403,1024,True,
512,768,16,64,2,cuda,0.0027426878611246743,0.0026755332946777344,0.002852201461791992,7.809663310258718e-05,88.19873046875,373356.3758801542,1024,True,
512,768,16,256,2,cuda,0.0028411547342936196,0.0027899742126464844,0.002900838851928711,4.5657970602727815e-05,139.60498046875,360416.83602797205,1024,True,
512,1024,8,16,2,cuda,0.0033211708068847656,0.0033130645751953125,0.0033359527587890625,1.046872062687881e-05,80.57177734375,308325.00330222544,1024,True,
512,1024,8,64,2,cuda,0.003353277842203776,0.003334522247314453,0.003368854522705078,1.419519650889467e-05,69.1298828125,305372.8465658625,1024,True,
512,1024,8,256,2,cuda,0.003490289052327474,0.003474712371826172,0.003505706787109375,1.2653916192051661e-05,98.26123046875,293385.4430529623,1024,True,
512,1024,16,16,2,cuda,0.0033289591471354165,0.0033152103424072266,0.0033545494079589844,1.811179323839288e-05,98.26123046875,307603.65469824296,1024,True,
512,1024,16,64,2,cuda,0.0033686161041259766,0.0033533573150634766,0.00339508056640625,1.878621409173413e-05,98.26123046875,303982.39762191236,1024,True,
512,1024,16,256,2,cuda,0.003760735193888346,0.0037457942962646484,0.003784656524658203,1.708906733455971e-05,150.13623046875,272287.18513978994,1024,True,
1024,256,8,16,2,cuda,0.002443552017211914,0.002414226531982422,0.0024650096893310547,2.146561793393588e-05,34.0791015625,838124.1674309688,2048,True,
1024,256,8,64,2,cuda,0.002432743708292643,0.002404451370239258,0.002454042434692383,2.0840687310643214e-05,160.1787109375,841847.8251608899,2048,True,
1024,256,8,256,2,cuda,0.0024794737497965493,0.0024509429931640625,0.002499818801879883,2.077603569228885e-05,160.1787109375,825981.7230039425,2048,True,
1024,256,8,1024,2,cuda,0.004121939341227214,0.004113197326660156,0.0041353702545166016,9.640159433432215e-06,440.27587890625,496853.5027956657,2048,True,
1024,256,16,16,2,cuda,0.0024262269337972007,0.0024111270904541016,0.002454996109008789,2.0351259953396132e-05,440.27587890625,844109.00376691,2048,True,
1024,256,16,64,2,cuda,0.0024956862131754556,0.002418041229248047,0.0026235580444335938,9.110924752036549e-05,440.27587890625,820615.9849695889,2048,True,
1024,256,16,256,2,cuda,0.002786715825398763,0.002765178680419922,0.0028116703033447266,1.9133328234639722e-05,440.27587890625,734915.2652502495,2048,True,
1024,256,16,1024,2,cuda,0.006493330001831055,0.006478071212768555,0.00650334358215332,1.096379875245446e-05,856.15087890625,315400.5724986231,2048,True,
1024,512,8,16,2,cuda,0.002751906712849935,0.0026826858520507812,0.002843618392944336,6.759782242075809e-05,826.11767578125,744211.2737459207,2048,True,
1024,512,8,64,2,cuda,0.0026907920837402344,0.0026645660400390625,0.002725839614868164,2.578082909708571e-05,795.08447265625,761114.1761474393,2048,True,
1024,512,8,256,2,cuda,0.0028652350107828775,0.002852916717529297,0.002877473831176758,1.00255571624108e-05,150.14501953125,714775.5741824537,2048,True,
1024,512,8,1024,2,cuda,0.005068063735961914,0.005059003829956055,0.0050754547119140625,6.818938086545511e-06,464.52587890625,404099.10109610955,2048,True,
1024,512,16,16,2,cuda,0.0026787916819254556,0.002658843994140625,0.002714395523071289,2.5236606285064383e-05,464.52587890625,764523.801465571,2048,True,
