seq_len,d_model,nhead,window_size,batch_size,device,avg_time_s,min_time_s,max_time_s,std_time_s,memory_mb,tokens_per_sec,total_tokens,success,error
2048,768,16,64,2,cuda,0.012674808502197266,0.012647867202758789,0.012723207473754883,3.429638346357256e-05,1736.03125,323160.70095180767,4096,True,
2048,768,16,256,2,cuda,0.012691338857014975,0.012686014175415039,0.012698888778686523,5.486506015171435e-06,1736.03125,322739.7870427192,4096,True,
2048,768,16,1024,2,cuda,0.012589454650878906,0.012578725814819336,0.012610197067260742,1.4670009673037682e-05,1736.03125,325351.6624498144,4096,True,
2048,1024,8,16,2,cuda,0.012799739837646484,0.012795686721801758,0.012803077697753906,3.0594470588239285e-06,1667.998046875,320006.50419103674,4096,True,
2048,1024,8,64,2,cuda,0.012793779373168945,0.012787103652954102,0.012803077697753906,6.779924634692243e-06,1599.96484375,320155.5912860364,4096,True,
2048,1024,8,256,2,cuda,0.012799501419067383,0.01278829574584961,0.012817621231079102,1.2931872961350076e-05,1599.96484375,320012.4650088479,4096,True,
2048,1024,8,1024,2,cuda,0.012772162755330404,0.012770414352416992,0.012775659561157227,2.4726151126391165e-06,1599.96484375,320697.447915824,4096,True,
2048,1024,16,16,2,cuda,0.016103744506835938,0.016089439392089844,0.01611471176147461,1.0583923221961016e-05,1756.03125,254350.78147577876,4096,True,
2048,1024,16,64,2,cuda,0.01609937349955241,0.016083955764770508,0.0161130428314209,1.1938929213341981e-05,1756.03125,254419.83814549528,4096,True,
2048,1024,16,256,2,cuda,0.01609007517496745,0.016077280044555664,0.016106605529785156,1.225996049499485e-05,1756.03125,254566.86531660572,4096,True,
2048,1024,16,1024,2,cuda,0.016033728917439777,0.016019582748413086,0.016056299209594727,1.6129662494624285e-05,1756.03125,255461.47256767008,4096,True,
4096,256,8,16,2,cuda,0.01650373140970866,0.016491174697875977,0.01651310920715332,9.232543774577843e-06,3416.0625,496372.595786483,8192,True,
4096,256,8,64,2,cuda,0.01651763916015625,0.016483306884765625,0.016546010971069336,2.5943476538901657e-05,3560.162109375,495954.6531177829,8192,True,
4096,256,8,256,2,cuda,0.01650683085123698,0.01648688316345215,0.01651740074157715,1.4113538590981682e-05,3560.162109375,496279.3932904518,8192,True,
4096,256,8,1024,2,cuda,0.016466538111368816,0.016421794891357422,0.0164947509765625,3.199569830370071e-05,3560.162109375,497493.7624772559,8192,True,
4096,256,8,4096,2,cuda,0.01640923817952474,0.016378164291381836,0.01643824577331543,2.4571640795799268e-05,3560.162109375,499230.97650090087,8192,True,
4096,256,16,16,2,cuda,0.02959020932515462,0.029561519622802734,0.029619216918945312,2.35558950408914e-05,6744.0625,276848.32878272294,8192,True,
4096,256,16,64,2,cuda,0.029615322748819988,0.029573917388916016,0.029639720916748047,2.94330823277069e-05,6744.0625,276613.56485896837,8192,True,
4096,256,16,256,2,cuda,0.02959903081258138,0.02957010269165039,0.02961564064025879,2.053016402558592e-05,6744.0625,276765.81884964637,8192,True,
4096,256,16,1024,2,cuda,0.029512882232666016,0.029504776000976562,0.02951812744140625,5.814024975513421e-06,6744.0625,277573.70274506,8192,True,
4096,256,16,4096,2,cuda,0.029456297556559246,0.02945399284362793,0.029457569122314453,1.632582234078577e-06,6744.0625,278106.91361568717,8192,True,
4096,512,8,16,2,cuda,0.02076435089111328,0.02071833610534668,0.02079296112060547,3.28573904413762e-05,6695.029296875,394522.3254489505,8192,True,
4096,512,8,64,2,cuda,0.020726680755615234,0.020699739456176758,0.02074289321899414,1.9181462469783773e-05,6645.99609375,395239.3582257805,8192,True,
4096,512,8,256,2,cuda,0.020699421564737957,0.020659685134887695,0.020769119262695312,4.94450218066656e-05,6645.99609375,395759.85127793625,8192,True,
4096,512,8,1024,2,cuda,0.020653804143269856,0.02060389518737793,0.020725488662719727,5.197354896241961e-05,6646.99609375,396633.9538796006,8192,True,
4096,512,8,4096,2,cuda,0.020620187123616535,0.020604372024536133,0.020650148391723633,2.1196768964789998e-05,6646.99609375,397280.58484094014,8192,True,
4096,512,16,16,2,cuda,0.03334363301595052,0.033327341079711914,0.03336977958679199,1.8674261933892546e-05,6784.0625,245684.08595671653,8192,True,
4096,512,16,64,2,cuda,0.03329817454020182,0.033266544342041016,0.03333902359008789,3.0299073359971048e-05,6784.0625,246019.49245324451,8192,True,
4096,512,16,256,2,cuda,0.03328744570414225,0.03327226638793945,0.03331565856933594,1.9968732242512023e-05,6784.0625,246098.7866960485,8192,True,
4096,512,16,1024,2,cuda,0.03321234385172526,0.033187150955200195,0.03323054313659668,1.839208714924001e-05,6785.0625,246655.28083693064,8192,True,
4096,512,16,4096,2,cuda,0.03312905629475912,0.033104896545410156,0.033153533935546875,1.9857403674750537e-05,6784.0625,247275.38047306048,8192,True,
4096,768,8,16,2,cuda,0.027498245239257812,0.027477264404296875,0.02751946449279785,1.7228938832416216e-05,6721.029296875,297909.9185683568,8192,True,
4096,768,8,64,2,cuda,0.0274810791015625,0.027425289154052734,0.027556657791137695,5.542638022211158e-05,6658.99609375,298096.0088839534,8192,True,
4096,768,8,256,2,cuda,0.027490615844726562,0.0274202823638916,0.027578353881835938,6.569545966370666e-05,6658.99609375,297992.5966835496,8192,True,
4096,768,8,1024,2,cuda,0.027456283569335938,0.027432680130004883,0.027494192123413086,2.7072846965017524e-05,6658.99609375,298365.21681139286,8192,True,
4096,768,8,4096,2,cuda,0.027409156163533527,0.02735280990600586,0.027468442916870117,4.7252747271702593e-05,6658.99609375,298878.2270830736,8192,True,
4096,768,16,16,2,cuda,0.0402681827545166,0.04017186164855957,0.040436744689941406,0.00011959601298975033,6824.0625,203436.0490002783,8192,True,
4096,768,16,64,2,cuda,0.0401151974995931,0.040016889572143555,0.040257930755615234,0.00010329704867176021,6824.0625,204211.88254359446,8192,True,
4096,768,16,256,2,cuda,0.04006091753641764,0.040015459060668945,0.04011893272399902,4.3165982052022985e-05,6824.0625,204488.57649236338,8192,True,
4096,768,16,1024,2,cuda,0.04002062479654948,0.0399320125579834,0.040149688720703125,9.335588574286621e-05,6824.0625,204694.45546253197,8192,True,
4096,768,16,4096,2,cuda,0.03991198539733887,0.03983426094055176,0.039986610412597656,6.223501325088424e-05,6824.0625,205251.62851322856,8192,True,
4096,1024,8,16,2,cuda,0.034598747889200844,0.03456568717956543,0.0346522331237793,3.816997973389482e-05,6744.029296875,236771.57411112363,8192,True,
4096,1024,8,64,2,cuda,0.03470118840535482,0.03468012809753418,0.03472733497619629,1.9604844671536367e-05,6663.99609375,236072.60662968745,8192,True,
4096,1024,8,256,2,cuda,0.0346833070119222,0.034650325775146484,0.03471732139587402,2.736060238107205e-05,6663.99609375,236194.31668335557,8192,True,
4096,1024,8,1024,2,cuda,0.034647067387898765,0.03461885452270508,0.034700870513916016,3.805961806028197e-05,6663.99609375,236441.3677003218,8192,True,
4096,1024,8,4096,2,cuda,0.03457101186116537,0.034536123275756836,0.03463029861450195,4.2140254354743756e-05,6663.99609375,236961.5339261248,8192,True,
4096,1024,16,16,2,cuda,0.04671001434326172,0.046652793884277344,0.04675650596618652,4.3014570600196634e-05,6864.0625,175379.95042773432,8192,True,
4096,1024,16,64,2,cuda,0.04674832026163737,0.04667782783508301,0.0467991828918457,5.145068272244901e-05,6864.0625,175236.24280298525,8192,True,
4096,1024,16,256,2,cuda,0.04671494166056315,0.046668291091918945,0.04678845405578613,5.260515036063758e-05,6864.0625,175361.45200660077,8192,True,
4096,1024,16,1024,2,cuda,0.04664325714111328,0.04655265808105469,0.04675698280334473,8.500305026202062e-05,6864.0625,175630.95937353044,8192,True,
4096,1024,16,4096,2,cuda,0.046523332595825195,0.0464627742767334,0.04661750793457031,6.749421814583624e-05,6864.0625,176083.68839714452,8192,True,
