seq_len,d_model,nhead,window_size,batch_size,device,avg_time_s,min_time_s,max_time_s,std_time_s,memory_mb,tokens_per_sec,total_tokens,success,error
128,256,8,16,2,cuda,0.0026443799336751304,0.0026221275329589844,0.0026564598083496094,1.57540787930347e-05,4.322265625,96809.08433010758,256,True,
128,256,8,64,2,cuda,0.0025237401326497397,0.0025107860565185547,0.0025382041931152344,1.124421608727327e-05,6.14404296875,101436.75122811437,256,True,
128,256,16,16,2,cuda,0.002407630284627279,0.002401590347290039,0.0024154186248779297,5.779157944583207e-06,6.14404296875,106328.6176596798,256,True,
128,256,16,64,2,cuda,0.002480109532674154,0.002432584762573242,0.0025610923767089844,5.755075299965476e-05,9.38623046875,103221.24754061588,256,True,
128,512,8,16,2,cuda,0.002489805221557617,0.0024285316467285156,0.002591848373413086,7.263932411544189e-05,14.53125,102819.28794407737,256,True,
128,512,8,64,2,cuda,0.0024842421213785806,0.0024535655975341797,0.002519369125366211,2.704787297754589e-05,14.53125,103049.53683739084,256,True,
128,512,16,16,2,cuda,0.0025142033894856772,0.002449512481689453,0.002621889114379883,7.66587311721655e-05,15.53125,101821.51574156024,256,True,
128,512,16,64,2,cuda,0.002509037653605143,0.0024640560150146484,0.00258636474609375,5.492132382145185e-05,14.53125,102031.15111969846,256,True,
128,768,8,16,2,cuda,0.00255584716796875,0.002489805221557617,0.0026586055755615234,7.364085717968528e-05,34.2978515625,100162.48358208955,256,True,
128,768,8,64,2,cuda,0.002570549647013346,0.0025177001953125,0.0026502609252929688,5.7354192398927946e-05,33.7978515625,99589.59567166487,256,True,
128,768,16,16,2,cuda,0.0025821526845296225,0.002526521682739258,0.0026535987854003906,5.3070616630920856e-05,33.7978515625,99142.08463882306,256,True,
128,768,16,64,2,cuda,0.0026303927103678384,0.0025784969329833984,0.002724170684814453,6.643693408639524e-05,33.7978515625,97323.87068705058,256,True,
128,1024,8,16,2,cuda,0.002542575200398763,0.002469778060913086,0.0026671886444091797,8.853034011010937e-05,61.064453125,100685.32091394992,256,True,
128,1024,8,64,2,cuda,0.0025715033213297525,0.0025103092193603516,0.002649068832397461,5.781911350323633e-05,61.064453125,99552.6616188151,256,True,
128,1024,16,16,2,cuda,0.0025806427001953125,0.0025196075439453125,0.0026612281799316406,5.944612404302498e-05,61.064453125,99200.09460458241,256,True,
128,1024,16,64,2,cuda,0.0025594234466552734,0.002488851547241211,0.0026445388793945312,6.438567190216765e-05,61.064453125,100022.52668840242,256,True,
512,256,8,16,2,cuda,0.002530813217163086,0.0023872852325439453,0.0026679039001464844,0.00011465248446506577,181.1640625,404613.02835609985,1024,True,
512,256,8,64,2,cuda,0.002438227335611979,0.0023915767669677734,0.002498149871826172,4.4508916800823086e-05,301.263671875,419977.2453715776,1024,True,
