word_raw,count
for,12455
have,18409
first,2073
stand,574
good,9541
in,27518
are,17847
no,18259
angels,18
microphones,18
you,114059
mouth,1444
want,13465
mustache,67
way,2997
garden,282
bake,78
give,2762
the,95530
fine,420
his,6219
okay,23111
flew,487
baby,5302
at,9987
so,9107
read,2965
on,24565
cool,300
here,16461
plus,43
she,9224
am,893
go,15721
with,12312
has,3559
spells,130
can,17024
out,8981
ethan,763
now,9266
touch,823
ball,2914
told,735
sits,64
to,42483
nurses,27
wait,2204
and,45270
cried,231
yeh,370
rake,96
off,3937
guys,450
i,43635
be,7804
find,2219
down,7164
says,1595
feel,765
yeah,18648
time,3368
high,455
we,17758
her,6358
jack,238
of,17549
make,5618
what,43867
chubby,20
there,17463
exclaimed,18
harry,35
nose,1133
do,27116
is,33247
got,6150
does,5003
naked,74
put,12023
sandwich,365
try,2228
up,12569
deep,122
along,407
this,24681
a,65066
oh,28962
he,19102
groceries,41
him,4577
your,22422
sure,2061
wild,148
piece,1571
taping,42
saturday,338
uh,2403
dig,146
hurt,776
because,4283
they,10824
battery,118
easy,418
c,406
excellent,176
nik,8
right,14360
that,41067
it,53730
scratch,156
seat,278
light,972
crusher,6
store,595
sticks,171
pears,256
well,7223
too,6039
like,17035
was,11708
sweets,166
come,7853
would,4833
when,5648
tusks,226
huh,7126
house,2719
play,5514
suddenly,143
list,106
warm,442
pumpkin,259
get,11455
eyes,899
stay,1097
special,372
elephants,912
under,990
all,10154
remember,2516
worm,116
old,1057
why,5293
renee,8
ee,39
name,2204
gonna,10380
let,4136
me,14001
men,196
tweet,123
dollar,58
reading,349
ones,721
clam,36
another,2805
dinner,544
will,3052
cannot,99
sea,337
change,291
blocks,673
where,7301
being,510
ready,2066
jen,28
stuff,942
rain,312
garage,267
could,2849
think,9530
canadian,4
making,1032
seen,565
bugaboo,3
tony,44
swam,42
dangling,8
my,7563
delicious,412
picnic,381
mommy,4881
but,7214
blind,16
green,1742
pink,647
yes,6549
chi,3538
said,5734
kevin,29
watch,1802
quick,477
cereal,306
big,5321
about,5994
know,11998
bing,21
fix,946
chair,1426
who,5473
lives,334
then,5800
sink,193
santa,296
window,475
ah,1586
did,12544
bee,204
better,1897
between,213
prince,137
mom,1147
back,5487
please,2239
puzzle,534
yucky,177
usually,283
stop,1080
finish,703
see,16338
bend,49
furniture,58
rosie,88
tell,4142
yesterday,685
take,4372
something,3311
bad,667
elbow,72
by,1830
really,2818
hamburgers,24
paper,1309
bed,1665
honey,3509
stuck,663
salt,171
look,11319
stopped,173
door,1302
squeak,170
cheese,1012
little,9717
mhm,4025
comes,1050
cookies,575
monday,281
smart,252
ate,2006
one,18424
body,156
street,475
going,6453
grass,355
push,1341
teeth,644
bucks,13
following,56
cone,240
flounder,68
until,740
talk,1508
goes,2294
measure,88
spell,276
different,871
yourself,664
father,226
twelve,156
just,8147
um,2634
an,3415
how,8870
hand,1320
alex,1117
two,4737
car,2423
water,2279
spoon,750
throw,1485
juice,1079
else,3246
pop,914
post,34
kind,2260
having,713
three,2274
broccoli,126
broom,110
favorite,593
if,5719
child,74
were,3495
wow,2512
game,559
side,692
doggie,623
mcdonalds,13
crackers,134
cold,769
poor,403
lily,909
type,103
adam,1375
thing,1728
every,490
difference,71
bumble,109
call,1418
beautiful,663
whole,676
wanted,622
exactly,182
outside,931
dirty,767
queen,148
numbers,148
sunday,535
rode,59
laughing,227
use,1442
fingers,393
bottle,529
those,3749
stir,129
cow,745
texaco,5
african,301
even,1139
triple,11
oatmeal,205
over,5975
sleeps,61
these,3830
small,903
circus,182
some,8394
hair,1233
socks,261
morning,1249
maybe,2577
or,3883
today,2129
last,1297
year,473
them,7184
finally,98
boy,2255
distract,4
saw,1323
batteries,119
supposed,696
into,2016
string,228
hard,1082
flowers,446
middle,247
waving,75
shriek,6
any,2193
letters,275
tie,215
thank,3204
pie,653
tub,66
hands,831
corn,381
brother,291
spear,23
much,1825
spicy,21
shall,692
say,5582
pulled,128
hopped,22
very,4924
day,1917
not,10260
egg,1239
across,204
six,605
macrame,4
healthier,1
floor,1099
couple,335
party,597
earl,4
truck,1164
royal,17
after,1552
yep,1395
sort,195
everything,780
e,367
alphabet,84
laundry,76
pain,17
snarls,11
from,2377
brown,517
turned,293
sarah,1507
both,501
may,767
nice,3465
latches,1
cook,353
night,1706
hello,1605
doing,3825
funny,1211
wear,623
while,1034
aw,388
frog,432
drop,177
fridge,39
camel,97
dear,315
problems,43
anymore,686
flies,91
people,1256
ago,274
long,1359
inside,1102
tucson,20
elmo,302
bring,1248
country,99
four,1326
book,4156
cooked,58
hey,1890
edge,61
singing,182
peaches,58
poppins,4
ursula,303
alright,4329
crisis,1
mud,185
frannie,12
word,449
feed,254
sleep,820
caterpillar,1228
jimmy,45
fishing,81
as,2203
lines,78
colored,74
five,1187
toys,1083
sit,2779
plains,35
cream,619
face,996
dress,421
b,405
harder,64
parents,66
tractor,178
breakfast,637
away,2391
perro,18
peaceful,35
junk,52
depressive,1
wanna,6227
hidden,19
things,1745
whenever,53
butter,510
grover,218
such,353
scary,319
smokestack,9
tiger,249
food,1318
color,1894
rum,27
kitty,886
cause,276
next,1769
noises,66
bear,2811
visited,17
hole,618
crib,119
shh,301
plugs,10
rocket,521
keep,1192
knew,339
blue,1852
had,3356
story,1270
longer,161
plate,492
yo,21
again,2473
wheel,191
turtle,277
pour,298
our,1442
turn,2448
tender,29
early,180
piggy,144
surveying,1
thirty,250
pinocchio,51
burn,56
coffee,922
cut,811
hang,408
thanks,492
ways,45
shrieked,6
eat,4996
madam,7
closed,236
cake,856
elephant,922
pretty,2157
bigger,418
potato,282
only,1186
dish,184
moving,208
great,1641
spank,42
job,575
towers,24
spider,266
noticed,51
rudolph,20
choice,66
cat,1653
bird,1041
live,701
looks,2206
splash,142
gets,503
lemme,385
elizabeth,31
