word_raw,count
yeah,18648
to,42483
feet,782
make,5618
piece,1571
when,5648
i,43635
little,9717
eat,4996
mix,203
husband,34
big,5321
what,43867
you,114059
his,6219
maybe,2577
it,53730
like,17035
shall,692
now,9266
nice,3465
can,17024
love,1219
down,7164
the,95530
going,6453
okay,23111
no,18259
oh,28962
something,3311
a,65066
ya,2292
is,33247
do,27116
your,22422
ready,2066
baby,5302
on,24565
me,14001
he,19102
goes,2294
sure,2061
steak,94
into,2016
in,27518
not,10260
orange,993
have,18409
are,17847
this,24681
with,12312
good,9541
get,11455
that,41067
fourteen,78
bigger,418
shorter,20
they,10824
chips,111
purple,556
cubs,30
let,4136
cat,1653
here,16461
national,6
red,2186
better,1897
too,6039
him,4577
see,16338
woo,451
hilda,112
so,9107
frog,432
take,4372
or,3883
ball,2914
did,12544
nope,491
was,11708
messy,118
pajamas,141
miss,450
book,4156
green,1742
very,4924
out,8981
gopher,3
boop,124
alright,4329
sit,2779
twenty,318
right,14360
and,45270
will,3052
easier,114
fraser,200
yes,6549
please,2239
visit,179
only,1186
whoa,891
honey,3509
listen,613
fast,523
at,9987
nights,22
swimming,352
all,10154
lady,419
ooh,1164
put,12023
mother,1081
off,3937
soup,406
rag,15
still,2133
dark,329
last,1297
sarah,1507
ride,651
who,5473
interesting,191
nearest,34
up,12569
were,3495
about,5994
huh,7126
daddy,3549
because,4283
tell,4142
bite,792
morning,1249
show,1798
there,17463
backpack,462
hot,1039
cruel,13
cut,811
turn,2448
perhaps,116
then,5800
go,15721
just,8147
for,12455
carpet,147
made,1374
yup,775
of,17549
bring,1248
say,5582
thank,3204
matt,78
four,1326
sat,274
stick,643
think,9530
ground,245
room,1498
but,7214
tickle,502
hungry,1925
broccoli,126
inside,1102
eye,421
come,7853
water,2279
cinderella,237
be,7804
snow,631
more,4949
monday,281
want,13465
know,11998
loves,298
well,7223
came,1532
sunny,115
gone,526
door,1302
wanna,6227
work,1183
aunt,227
would,4833
locker,2
bread,446
mirror,224
racers,5
brother,291
ruff,102
chicken,647
santa,296
night,1706
box,2174
might,951
bunch,170
tea,711
other,3334
peppers,58
uh,2403
we,17758
corn,381
if,5719
her,6358
minute,1382
e,367
shelf,66
my,7563
friend,498
play,5514
rainy,27
egg,1239
one,18424
look,11319
bird,1041
popcorn,114
them,7184
wagon,134
tried,195
through,2544
finish,703
could,2849
rice,353
buttered,8
school,1901
push,1341
dances,16
beside,90
first,2073
else,3246
match,198
really,2818
always,679
how,8870
legs,346
bob,169
hold,1320
castle,129
us,1782
slide,293
two,4737
another,2805
drive,354
mommy,4881
boy,2255
said,5734
gonna,10380
fifty,165
five,1187
walk,793
care,337
she,9224
bubbles,481
behind,459
yours,568
tiny,531
blue,1852
co,28
kind,2260
racing,45
hit,609
crushed,8
by,1830
trace,17
plop,41
name,2204
bus,762
buy,591
bumped,76
road,264
sorry,803
pictures,511
over,5975
asian,259
pulling,142
deserve,33
list,106
eggs,426
far,331
drooling,11
tracks,111
throw,1485
snowing,33
lot,981
today,2129
scare,70
oatmeal,205
hid,51
happy,666
hi,1842
floor,1099
hurt,776
any,2193
either,459
which,1553
face,996
why,5293
across,204
run,530
clouds,260
from,2377
fits,184
doing,3825
animals,854
habit,11
dancing,252
crayons,515
young,114
puzzle,534
pilot,50
tastes,131
bear,2811
hat,1288
need,2646
played,266
christmas,339
give,2762
thought,1258
wanted,622
chair,1426
wow,2512
yay,697
stars,253
alley,106
cook,353
away,2391
grand,48
sam,261
anxious,6
open,1721
hang,408
tv,434
as,2203
much,1825
hand,1320
tomorrow,652
wonder,332
stuff,942
where,7301
calm,48
oops,819
quick,477
says,1595
wait,2204
dirt,211
new,1701
pretty,2157
again,2473
amazing,81
around,2363
crying,288
got,6150
furniture,58
oil,95
wants,815
among,8
been,1084
shut,340
mom,1147
courage,33
ah,1586
those,3749
should,2608
yourself,664
thanks,492
hard,1082
space,484
pieces,509
jack,238
looks,2206
cows,161
watch,1802
week,487
dog,1888
before,1160
buckles,13
people,1256
instead,278
train,1083
remember,2516
cream,619
story,1270
bunny,1006
old,1057
scarf,49
balls,254
yellow,1145
adam,1375
front,605
rich,26
best,381
next,1769
fill,94
stripe,13
tape,937
wall,372
