word_raw,count
i,43635
no,18259
any,2193
getting,1418
okay,23111
it,53730
the,95530
look,11319
what,43867
he,19102
drawer,98
me,14001
why,5293
alright,4329
you,114059
that,41067
and,45270
get,11455
remember,2516
more,4949
do,27116
mighty,16
water,2279
mhm,4025
choke,174
three,2274
someone,313
huh,7126
then,5800
is,33247
works,283
some,8394
show,1798
stick,643
through,2544
shapes,162
yes,6549
everything,780
know,11998
please,2239
ship,105
baby,5302
easy,418
boy,2255
your,22422
too,6039
eat,4996
to,42483
live,701
have,18409
one,18424
bandaid,52
back,5487
just,8147
think,9530
stronger,24
in,27518
color,1894
ooh,1164
a,65066
over,5975
with,12312
go,15721
these,3830
she,9224
funny,1211
could,2849
an,3415
prissy,4
give,2762
we,17758
while,1034
on,24565
ribbit,66
tire,110
who,5473
ran,360
name,2204
went,2617
this,24681
thank,3204
up,12569
stem,26
lot,981
two,4737
news,104
somebody,491
matter,522
else,3246
see,16338
hurt,776
sweet,293
play,5514
were,3495
asked,582
oh,28962
there,17463
night,1706
infection,12
yup,775
they,10824
her,6358
them,7184
at,9987
when,5648
did,12544
christmas,339
here,16461
cousin,126
makes,597
forgot,364
germany,9
left,598
much,1825
cream,619
pleased,15
room,1498
not,10260
stockings,10
because,4283
wanna,6227
hamburger,111
salad,273
once,430
never,955
playing,1029
next,1769
well,7223
lady,419
cheap,15
sling,4
refrigerator,329
round,433
cousins,73
careful,1071
paul,383
now,9266
yeah,18648
mommy,4881
dress,421
pour,298
ana,88
can,17024
hate,109
bubbles,481
jumping,229
nice,3465
like,17035
call,1418
lips,63
plain,72
cookie,828
woof,275
toes,305
yesterday,685
lion,427
push,1341
out,8981
road,264
home,1744
fix,946
monday,281
afraid,208
man,792
hard,1082
make,5618
talking,709
page,774
around,2363
whole,676
bath,1035
feet,782
anymore,686
shop,141
want,13465
him,4577
grey,76
tall,402
doo,406
honey,3509
all,10154
his,6219
took,996
said,5734
off,3937
gonna,10380
yep,1395
will,3052
are,17847
sound,343
cone,240
my,7563
need,2646
of,17549
hair,1233
thought,1258
had,3356
time,3368
loud,237
was,11708
ready,2066
if,5719
rabbit,404
hi,1842
christa,53
our,1442
snow,631
wait,2204
for,12455
remembered,54
put,12023
walk,793
doing,3825
painted,70
string,228
imagination,39
trash,146
tuesday,245
try,2228
sat,274
fork,191
sugar,472
how,8870
washing,143
be,7804
got,6150
diaper,426
or,3883
hand,1320
into,2016
stolen,11
so,9107
us,1782
fit,628
something,3311
um,2634
putting,543
light,972
spaghetti,159
watch,1802
laurie,52
should,2608
swam,42
whistle,108
balls,254
ursula,303
silly,1097
has,3559
four,1326
hole,618
found,1119
things,1745
nose,1133
piece,1571
wet,476
picnic,381
missing,216
hang,408
jug,33
brush,418
good,9541
looks,2206
step,182
break,625
car,2423
die,42
other,3334
backpack,462
afternoon,167
open,1721
wave,76
letter,448
cover,304
yuck,135
let,4136
pieces,509
balance,48
shoes,643
fifty,165
which,1553
door,1302
come,7853
work,1183
figure,135
about,5994
guess,909
daddy,3549
blocks,673
little,9717
recognize,17
herself,91
hey,1890
house,2719
dee,73
star,351
balloon,631
keep,1192
big,5321
bottom,314
store,595
soup,406
blonde,21
down,7164
dare,18
red,2186
take,4372
looking,1179
new,1701
their,1675
umbrella,148
apple,962
hum,65
yours,568
beach,421
elephant,922
really,2818
eggs,426
read,2965
by,1830
eating,1412
backwards,157
again,2473
trevor,182
idea,681
himself,353
park,323
own,377
trying,682
girl,1413
another,2805
trunks,175
shoemaker,9
right,14360
hafta,331
guy,517
honcho,1
ball,2914
echoed,3
lil,385
mean,1455
yet,740
today,2129
help,2106
blow,598
block,383
yellow,1145
ernie,233
bell,166
moon,1230
fun,857
black,632
going,6453
family,139
say,5582
along,407
caterpillar,1228
book,4156
eyes,899
happy,666
better,1897
jack,238
faces,57
pulling,142
bear,2811
pig,603
old,1057
b,405
neat,374
tv,434
whatever,214
double,46
does,5003
potato,282
only,1186
heard,391
paper,1309
before,1160
from,2377
wearing,391
would,4833
but,7214
spell,276
cha,174
lied,10
maybe,2577
top,1202
sleep,820
chestnut,7
sleeping,420
ate,2006
cardboard,37
chi,3538
game,559
breakfast,637
swimmers,32
picture,1343
gabby,60
blue,1852
as,2203
drag,59
making,1032
needs,449
white,832
tempt,1
different,871
corner,341
eye,421
holding,267
space,484
monkeys,67
especially,58
been,1084
computer,51
pretty,2157
chair,1426
fire,753
mrs,436
ice,997
sit,2779
recording,80
mess,354
kitchen,673
goes,2294
such,353
pants,388
change,291
smells,72
dip,83
coffee,922
looked,506
mail,207
likes,567
wears,92
whoops,1050
mixer,80
seen,565
against,170
pumps,7
listen,613
instead,278
poke,55
helping,107
foot,606
wings,128
vegetables,149
god,392
ask,756
frog,432
probably,683
fraser,200
toys,1083
apples,170
meat,251
lay,301
visiting,23
cup,1108
rhinoceros,98
kind,2260
bump,430
locks,7
spill,173
number,457
hot,1039
hit,609
taxicab,1
train,1083
bus,762
swiss,172
temperature,38
comes,1050
flowers,446
doggie,623
anything,1112
laugh,106
belly,217
fell,879
than,1030
auntie,332
may,767
seemed,32
school,1901
excuse,364
chocolate,737
draw,1133
ronnie,35
bye,988
wiped,23
throwing,149
axe,26
needed,67
though,939
called,1790
dirty,767
lie,149
feels,117
small,903
song,651
started,512
inside,1102
hungry,1925
high,455
ti,5
state,174
ya,2292
banana,359
mixed,84
saying,657
those,3749
box,2174
z,92
press,316
very,4924
cheese,1012
use,1442
y,163
boot,62
sing,715
saving,16
onion,34
engines,38
pole,74
ride,651
came,1532
made,1374
giant,174
minute,1382
elephants,912
smallest,15
rex,42
girls,195
living,336
leave,1104
footprint,5
monster,253
bucket,162
bedroom,58
slide,293
find,2219
steak,94
juice,1079
egg,1239
practice,43
taken,93
gave,624
adam,1375
billy,82
santa,296
days,241
ones,721
microphone,673
ache,161
beds,130
fat,451
named,170
food,1318
cute,466
become,39
stay,1097
lights,188
waiting,200
peppers,58
horses,152
word,449
hear,1217
grandma,421
soon,450
church,138
truck,1164
guys,450
saw,1323
coaches,10
hat,1288
gold,101
pretending,115
nelly,4
jasmine,48
broken,435
everywhere,191
winner,24
tie,215
birdies,37
turn,2448
places,78
leaps,7
dizzy,60
also,507
crying,288
sneezed,26
nap,460
leaving,72
friday,340
nibbled,180
wanted,622
flat,144
each,359
knew,339
puzzle,534
spinach,40
happened,1622
eight,476
tea,711
sees,77
sky,336
stomach,217
peaches,58
crank,22
diane,21
fridge,39
lily,909
world,174
enough,919
lucy,51
excited,100
cry,245
noon,22
falls,137
first,2073
goodbye,260
uncle,303
tempted,3
drive,354
scallop,13
mary,122
seven,561
waved,204
knows,169
plates,129
last,1297
alex,1117
eve,606
close,952
day,1917
elaine,13
tape,937
talk,1508
sweep,41
set,587
chop,83
birthday,891
muppets,3
sweetheart,111
fed,35
poor,403
dog,1888
outside,931
gone,526
driving,231
wow,2512
bowl,559
sarah,1507
ears,480
bring,1248
rice,353
duck,959
furry,67
part,678
messy,118
milk,1477
clouds,260
cutting,105
floor,1099
jelly,160
pull,987
helpful,23
pencil,332
recorder,376
king,192
sitting,674
roll,476
ahead,863
camel,97
people,1256
pretend,435
place,635
five,1187
pushed,261
bobby,49
board,156
scared,410
raisins,160
transcribing,7
pick,1311
sun,699
erasing,9
tiger,249
suck,42
picking,114
sad,276
closed,236
books,697
together,1066
english,18
write,782
necktie,4
whether,83
balloons,148
knocked,147
believe,272
wagon,134
pun,2
chicken,647
cooked,58
taste,328
pie,653
sunday,535
toothpaste,60
woman,134
banged,18
vernon,5
hold,1320
reading,349
faster,137
crayon,407
true,279
smile,99
airplane,500
kissing,103
snap,328
told,735
run,530
side,692
tusks,226
yer,55
crew,9
mango,11
noise,518
opened,140
sieve,19
ah,1586
asian,259
winter,146
table,1238
madame,29
bird,1041
garden,282
gail,64
money,493
times,200
slice,493
great,1641
clean,901
kaleidoscope,5
bill,73
job,575
holds,43
six,605
suppose,111
stuck,663
boom,419
