word_raw,count
wheels,299
hello,1605
can,17024
bye,988
dragging,16
oh,28962
okay,23111
them,7184
e,367
dance,267
sunday,535
do,27116
charlie,96
for,12455
measure,88
good,9541
cookie,828
one,18424
it,53730
thank,3204
at,9987
right,14360
see,16338
little,9717
gasped,107
an,3415
what,43867
about,5994
resting,26
of,17549
his,6219
throw,1485
there,17463
you,114059
legs,346
down,7164
walks,342
with,12312
and,45270
gobble,75
but,7214
he,19102
inside,1102
know,11998
a,65066
again,2473
wear,623
i,43635
gonna,10380
casey,11
will,3052
same,705
that,41067
has,3559
enough,919
the,95530
knife,169
other,3334
want,13465
south,42
woo,451
twenty,318
in,27518
playing,1029
week,487
yesterday,685
big,5321
snowy,11
peanut,245
music,338
up,12569
needs,449
yeah,18648
share,166
wagon,134
those,3749
this,24681
home,1744
eat,4996
got,6150
me,14001
say,5582
how,8870
daddy,3549
chug,224
no,18259
then,5800
red,2186
side,692
your,22422
we,17758
before,1160
yell,44
tunnel,183
box,2174
going,6453
everywhere,191
ones,721
nicholas,20
look,11319
sprinkler,38
late,242
my,7563
tuna,67
to,42483
mummy,174
wind,256
f,162
day,1917
have,18409
maybe,2577
ever,672
anything,1112
dough,205
himself,353
almost,825
mhm,4025
just,8147
came,1532
kind,2260
all,10154
is,33247
happened,1622
mow,16
hit,609
put,12023
chi,3538
way,2997
sit,2779
yes,6549
read,2965
think,9530
lot,981
out,8981
mouse,354
tell,4142
yep,1395
oil,95
on,24565
neat,374
dinosaur,394
her,6358
elephant,922
tricycle,44
because,4283
gave,624
only,1186
ya,2292
go,15721
nipple,14
away,2391
had,3356
building,281
tape,937
wanna,6227
wee,466
doing,3825
stay,1097
wanted,622
poor,403
mommy,4881
great,1641
trick,127
untangle,14
asian,259
bad,667
birthday,891
like,17035
from,2377
him,4577
truck,1164
wow,2512
does,5003
are,17847
called,1790
mother,1081
though,939
robinson,11
slippers,89
things,1745
when,5648
if,5719
wanta,33
these,3830
raining,158
were,3495
winter,146
here,16461
well,7223
hair,1233
would,4833
over,5975
lamb,131
planet,76
ear,369
pie,653
us,1782
queen,148
where,7301
tent,65
caterpillar,1228
feet,782
animals,854
nurses,27
very,4924
open,1721
so,9107
old,1057
off,3937
long,1359
piece,1571
rhinoceros,98
watch,1802
some,8394
get,11455
stick,643
back,5487
sitting,674
likes,567
did,12544
prettier,7
lily,909
snail,78
really,2818
write,782
bath,1035
koalas,17
she,9224
stop,1080
babies,403
any,2193
saw,1323
cat,1653
bigger,418
wait,2204
song,651
cars,555
coming,1113
by,1830
eating,1412
correctly,7
bottom,314
ax,25
fat,451
take,4372
plays,80
rachel,138
which,1553
three,2274
knees,70
wake,269
t,354
popcorn,114
thing,1728
they,10824
ow,196
make,5618
owl,769
ride,651
shamu,24
statue,48
desk,101
van,70
wants,815
stayed,286
fixing,84
horse,498
sorry,803
another,2805
too,6039
taste,328
animal,324
chicken,647
page,774
balls,254
bong,30
yummy,464
turning,169
why,5293
gum,106
part,678
remember,2516
gone,526
sugar,472
kitty,886
short,154
killed,52
ville,4
minute,1382
ready,2066
huh,7126
than,1030
six,605
around,2363
pat,136
liza,40
car,2423
said,5734
illustrator,2
tea,711
as,2203
play,5514
dog,1888
woof,275
small,903
insisted,9
crayons,515
live,701
bib,66
dipped,11
guy,517
talk,1508
nothing,534
brown,517
face,996
now,9266
mouth,1444
pull,987
oranges,260
school,1901
comb,170
eve,606
love,1219
water,2279
rolls,48
being,510
head,1471
pulled,128
wash,612
doll,315
hungry,1925
finish,703
carry,235
ah,1586
sand,189
pencil,332
be,7804
hey,1890
geese,74
should,2608
mom,1147
cake,856
looks,2206
dinosaurs,210
milk,1477
finger,500
clunk,59
belly,217
nine,438
ball,2914
alright,4329
strange,98
need,2646
sticker,89
later,898
greasy,16
ice,997
still,2133
ding,196
done,1482
fireman,91
meant,89
eye,421
heh,138
load,70
bumble,109
quit,43
thought,1258
dry,437
stars,253
light,972
quiet,286
marble,45
dinner,544
stone,115
answer,165
watching,215
alex,1117
teacher,236
woods,68
bee,204
whoop,259
come,7853
foods,51
hat,1288
fine,420
hands,831
game,559
steelers,17
was,11708
beak,40
not,10260
lunch,705
nice,3465
drip,55
past,321
shall,692
carrot,155
door,1302
such,353
bunny,1006
baby,5302
underneath,152
seven,561
find,2219
sure,2061
cried,231
upon,108
into,2016
bear,2811
shelf,66
ladybug,88
calculator,15
else,3246
instead,278
stands,33
held,60
thirty,250
sandwiches,48
plate,492
kush,11
male,48
numbers,148
drinking,231
flower,313
through,2544
brownie,21
hug,254
show,1798
strawberries,314
bed,1665
letter,448
moon,1230
leave,1104
sing,715
change,291
first,2073
drawings,9
sat,274
honey,3509
fire,753
fabulous,14
let,4136
pretty,2157
felt,281
word,449
far,331
hot,1039
push,1341
sweetie,1439
ariel,188
time,3368
ate,2006
dropped,251
must,901
chase,67
sees,77
uh,2403
fools,2
baking,42
funny,1211
blows,38
name,2204
shutters,4
junk,52
mean,1455
rocky,58
two,4737
or,3883
roll,476
went,2617
start,646
crackers,134
job,575
kids,567
bank,79
much,1825
teeth,644
sam,261
dark,329
book,4156
myself,164
seth,137
microphone,673
fan,84
who,5473
hard,1082
rocket,521
egg,1239
snake,352
floor,1099
each,359
lovely,137
garden,282
saying,657
party,597
cursing,1
grass,355
dolly,86
warm,442
holding,267
every,490
monsters,46
combed,9
cooperated,2
number,457
next,1769
leg,296
friday,340
men,196
appointment,25
quack,398
putting,543
backhoe,26
especially,58
h,153
sarah,1507
hallway,10
told,735
submarine,16
please,2239
pickle,243
row,97
give,2762
aw,388
nose,1133
park,323
hear,1217
bray,3
happy,666
end,807
melinda,3
sweet,293
believe,272
master,21
forty,79
spoon,750
purple,556
grandpa,147
stuck,663
star,351
feed,254
below,52
swiss,172
jump,637
foot,606
ta,710
navy,19
cloud,55
neighborhood,27
catch,612
martin,15
cut,811
reach,235
books,697
house,2719
package,59
better,1897
funnel,15
takes,210
pieces,509
outside,931
favorite,593
helmet,364
chairs,146
green,1742
dad,348
fingers,393
saucer,57
stove,114
anymore,686
following,56
dirt,211
body,156
snowflake,19
shoveled,1
gotta,716
meat,251
never,955
moving,208
lauren,7
paint,317
happens,438
choices,22
bubble,166
normal,26
fork,191
boat,484
place,635
bring,1248
yup,775
dresser,22
eight,476
sea,337
beluga,22
tiny,531
drawing,246
fun,857
sounds,346
manager,22
leaf,610
itchy,28
says,1595
once,430
rubber,164
octopus,61
tie,215
keep,1192
bikes,24
something,3311
birdie,75
calling,231
buy,591
devices,1
choo,294
stories,134
food,1318
blocks,673
their,1675
moves,50
adding,6
together,1066
more,4949
smiles,10
shark,91
boats,59
balloon,631
seem,95
four,1326
cone,240
usually,283
indeed,32
blue,1852
ruby,147
dig,146
robe,12
loop,41
pajamas,141
sent,86
snacks,43
hate,109
win,101
kinds,215
tracks,111
nicely,57
onto,256
contrary,8
add,69
phone,696
even,1139
weeks,369
snap,328
tied,63
somewhere,229
kinda,329
lots,583
use,1442
coughing,32
world,174
coffee,922
except,167
morning,1249
across,204
lizards,17
banana,359
shopping,152
piano,76
hammer,266
fishes,37
ornery,3
dishes,253
after,1552
cheese,1012
peed,5
run,530
noises,66
kiss,815
making,1032
cute,466
drinks,91
cream,619
orange,993
drink,1217
auntie,332
aunt,227
dangling,8
windows,99
falling,275
lion,427
bang,464
gold,101
understand,203
oops,819
holder,17
baths,78
move,769
picnic,381
terrible,114
everyone,213
nickel,69
fit,628
land,178
millions,109
pears,256
fix,946
fell,879
new,1701
bout,311
train,1083
curls,78
prize,73
showed,96
between,213
given,36
throws,23
getting,1418
closer,282
pirate,80
might,951
dessert,171
belongs,129
golly,18
oliver,178
ann,206
mattress,29
chasing,66
boy,2255
climb,260
bag,683
bounce,333
girl,1413
blankets,30
lamp,47
dewey,10
refrigerator,329
blow,598
bumping,16
suck,42
table,1238
stepping,41
pair,183
early,180
children,272
yourself,664
thrashed,1
freddy,14
yawn,45
already,676
bird,1041
goes,2294
reading,349
hancock,2
special,372
fall,737
um,2634
squirrel,105
quick,477
looking,1179
butterfly,464
anyway,348
bell,166
until,740
paddington,130
po,58
flew,487
tiger,249
breakfast,637
hang,408
states,50
kitchen,673
worked,70
ran,360
bert,122
pop,914
followed,71
guess,909
puppy,499
sudden,54
suppose,111
finished,425
picture,1343
rhode,43
record,204
top,1202
turtle,277
shirt,587
match,198
safe,95
carpet,147
father,226
police,171
rainbow,120
wet,476
since,192
rock,339
pretend,435
wearing,391
snails,27
bite,792
ask,756
relish,7
manuela,382
procession,2
man,792
uncle,303
last,1297
welcome,411
waved,204
livingroom,3
high,455
saturday,338
rooster,133
walk,793
second,540
hole,618
cleaning,134
try,2228
words,281
feathers,62
matter,522
vroom,151
math,22
been,1084
ramsey,3
probably,683
sick,245
mud,185
help,2106
banjo,27
our,1442
everything,780
touch,823
zero,78
double,46
soft,198
shut,340
yellow,1145
elephants,912
pascal,49
tomorrow,652
angry,130
people,1256
nurse,165
days,241
ground,245
could,2849
tells,82
kangaroo,200
dot,51
abe,1316
blueberry,53
raced,17
calls,84
card,142
matt,78
whoops,1050
slipper,63
eleven,151
elliot,54
dollars,123
shoe,391
sludge,19
space,484
tickle,502
duck,959
chocolate,737
packed,124
puffed,49
donuts,11
quail,7
sometimes,559
happening,224
wings,128
machine,141
room,1498
experience,5
supper,502
magic,210
turn,2448
rubbers,4
o,398
grandma,421
milkshake,23
gun,126
thursday,273
nobody,305
careful,1071
wonderful,143
kid,206
buddy,112
swings,46
fact,59
yum,310
chantilly,127
while,1034
handlebars,7
oop,334
trip,138
hoop,20
kick,203
pretending,115
syrup,66
gets,503
spots,70
candy,297
fifty,165
bookshelf,8
bus,762
clean,901
harold,91
opened,140
tonight,448
both,501
treatment,30
slow,175
neck,329
whoa,891
ribbit,66
unhappy,21
leaves,295
kisses,109
pour,298
lady,419
hurt,776
creepy,15
window,475
split,23
press,316
kate,67
apple,962
laugh,106
moved,87
turkey,237
beehive,7
center,42
dandelion,33
daniel,73
freeze,23
fast,523
curved,13
x,132
meet,245
spatula,12
apparently,25
pete,42
hope,314
realized,24
bean,104
polar,81
pen,246
