word_raw,count
is,33247
go,15721
how,8870
i,43635
down,7164
of,17549
has,3559
did,12544
with,12312
the,95530
it,53730
okay,23111
oop,334
what,43867
do,27116
corner,341
wilt,1
and,45270
pile,88
tell,4142
wow,2512
food,1318
jessica,100
these,3830
you,114059
was,11708
drink,1217
helmet,364
on,24565
oh,28962
in,27518
like,17035
does,5003
no,18259
see,16338
now,9266
huh,7126
put,12023
sarah,1507
playing,1029
ball,2914
both,501
can,17024
invite,45
maria,65
pump,36
yikes,64
wanna,6227
turn,2448
touching,89
a,65066
home,1744
yeah,18648
bang,464
ya,2292
h,153
little,9717
all,10154
story,1270
are,17847
we,17758
sleepy,300
to,42483
where,7301
turtle,277
excuse,364
perfectly,43
he,19102
alright,4329
that,41067
nee,4
white,832
ethan,763
some,8394
hold,1320
name,2204
dish,184
talk,1508
store,595
would,4833
pride,50
will,3052
underpants,47
here,16461
too,6039
boy,2255
shoes,643
call,1418
one,18424
away,2391
this,24681
through,2544
inside,1102
they,10824
not,10260
pick,1311
problem,144
skip,42
table,1238
just,8147
ow,196
place,635
me,14001
about,5994
doing,3825
patting,24
kiss,815
should,2608
got,6150
book,4156
horse,498
his,6219
gonna,10380
wear,623
so,9107
yes,6549
them,7184
after,1552
pen,246
girl,1413
yellow,1145
touch,823
sweetie,1439
claus,52
tomato,111
honey,3509
want,13465
for,12455
think,9530
back,5487
laid,31
books,697
jamie,123
very,4924
geese,74
machine,141
him,4577
looked,506
minute,1382
your,22422
adam,1375
went,2617
saying,657
onto,256
anger,1
have,18409
mail,207
together,1066
hurt,776
at,9987
almost,825
hard,1082
box,2174
green,1742
which,1553
let,4136
looks,2206
bad,667
eat,4996
happy,666
get,11455
drops,34
say,5582
slip,44
c,406
cowboys,43
chi,3538
pear,147
young,114
uh,2403
she,9224
franklin,187
getting,1418
duck,959
good,9541
person,315
cab,28
laughs,18
four,1326
when,5648
done,1482
kicker,1
crawl,51
slugger,6
fourteen,78
live,701
wrong,458
finish,703
out,8981
be,7804
long,1359
but,7214
sort,195
bunches,3
mean,1455
ones,721
growing,132
song,651
many,1382
pizza,170
socks,261
thought,1258
send,88
cause,276
look,11319
tv,434
morning,1249
right,14360
andrew,91
decide,57
beds,130
up,12569
cover,304
sit,2779
supposed,696
yesterday,685
color,1894
use,1442
colors,478
giraffe,233
there,17463
garden,282
umbrellas,4
mixer,80
said,5734
bigger,418
mariana,147
mhm,4025
foot,606
edward,6
wanted,622
well,7223
bones,90
washington,39
sweets,166
those,3749
stuck,663
pie,653
goat,127
finished,425
snail,78
tomorrow,652
outside,931
father,226
pretend,435
because,4283
potatoes,199
two,4737
taken,93
wee,466
more,4949
eight,476
if,5719
big,5321
cut,811
places,78
tape,937
buddy,112
cried,231
outdoors,41
bees,69
girls,195
math,22
behind,459
rachel,138
miles,27
letters,275
happened,1622
jane,80
choke,174
poor,403
melinda,3
come,7853
seven,561
mother,1081
nose,1133
lollipop,212
scissors,158
close,952
sec,33
letter,448
lion,427
abe,1316
really,2818
than,1030
fluff,24
nice,3465
peter,184
around,2363
saturdays,5
sound,343
save,153
car,2423
share,166
wing,36
spaghetti,159
knocks,25
play,5514
under,990
lemme,385
taco,11
brown,517
cars,555
gabby,60
judy,137
jack,238
throw,1485
orange,993
word,449
picture,1343
caught,240
garbage,199
dad,348
umbrella,148
strawberries,314
hole,618
hooey,10
give,2762
few,412
bounce,333
yay,697
writing,179
berry,37
piggy,144
em,542
her,6358
backpack,462
wrists,5
sandwich,365
peanut,245
why,5293
help,2106
bunny,1006
welcome,411
sing,715
us,1782
friend,498
understand,203
star,351
know,11998
cub,37
mommy,4881
instead,278
coffee,922
birthday,891
along,407
blue,1852
dog,1888
ran,360
standing,223
piece,1571
bump,430
going,6453
cantaloupe,21
red,2186
hey,1890
pushing,137
sitting,674
refrigerator,329
grandpa,147
train,1083
doo,406
everybody,328
maybe,2577
try,2228
or,3883
ho,116
time,3368
already,676
gotta,716
chocolate,737
into,2016
thank,3204
ears,480
saturday,338
stay,1097
grow,237
room,1498
manage,10
erika,9
hop,181
tossed,10
need,2646
motorcycle,132
make,5618
show,1798
became,34
feel,765
snap,328
gaston,8
lives,334
himself,353
called,1790
flew,487
elephant,922
my,7563
were,3495
plate,492
knocking,37
off,3937
job,575
an,3415
house,2719
theme,5
weeks,369
pulling,142
door,1302
lily,909
metal,79
black,632
