word_raw,count
do,27116
machines,23
it,53730
she,9224
is,33247
you,114059
use,1442
in,27518
and,45270
finger,500
about,5994
yummy,464
ball,2914
store,595
go,15721
fingers,393
that,41067
latch,14
um,2634
does,5003
cat,1653
all,10154
bush,37
tired,616
idea,681
no,18259
then,5800
airplane,500
different,871
a,65066
spell,276
i,43635
finish,703
people,1256
yeah,18648
truck,1164
probably,683
her,6358
park,323
we,17758
think,9530
gonna,10380
put,12023
toys,1083
one,18424
the,95530
those,3749
good,9541
who,5473
thank,3204
some,8394
near,294
have,18409
right,14360
if,5719
puppies,84
there,17463
my,7563
car,2423
out,8981
like,17035
room,1498
oh,28962
baseball,115
can,17024
want,13465
this,24681
what,43867
huh,7126
baby,5302
else,3246
n,290
on,24565
laney,20
broken,435
takes,210
up,12569
simba,95
mommy,4881
say,5582
adventures,15
as,2203
kinda,329
where,7301
know,11998
listen,613
now,9266
blue,1852
make,5618
okay,23111
let,4136
me,14001
rachel,138
sore,69
another,2805
says,1595
sneezes,14
of,17549
kick,203
brandon,6
wait,2204
picnic,381
get,11455
listening,109
corn,381
yet,740
show,1798
bad,667
swing,303
used,543
eye,421
puzzle,534
cent,10
chocolate,737
helping,107
only,1186
were,3495
throw,1485
was,11708
done,1482
toast,243
kitty,886
tail,488
adam,1375
them,7184
live,701
clip,188
with,12312
pretty,2157
big,5321
roll,476
honey,3509
names,178
too,6039
name,2204
back,5487
purpose,22
blocks,673
to,42483
strawberry,175
swim,200
packed,124
trouble,162
call,1418
paper,1309
class,248
treasure,22
bird,1041
sleep,820
your,22422
red,2186
few,412
hungry,1925
water,2279
gangster,1
guess,909
putting,543
bed,1665
flower,313
here,16461
elastic,30
driving,231
hey,1890
book,4156
for,12455
ray,31
crazy,134
he,19102
bike,216
l,213
fat,451
not,10260
ta,710
abe,1316
wind,256
when,5648
so,9107
wonder,332
having,713
are,17847
away,2391
rocket,521
mhm,4025
gets,503
bus,762
over,5975
sneakers,55
encyclopedias,2
carrots,189
likes,567
lee,18
pass,73
house,2719
games,147
got,6150
under,990
still,2133
come,7853
current,9
friend,498
bottle,529
same,705
gone,526
our,1442
kent,146
bite,792
cold,769
him,4577
turned,293
bar,80
swimming,352
maybe,2577
glass,284
little,9717
really,2818
drink,1217
tell,4142
actually,564
instead,278
dump,278
play,5514
piano,76
down,7164
clapped,6
well,7223
see,16338
grader,3
green,1742
ah,1586
ride,651
recorder,376
better,1897
giddy,51
look,11319
chi,3538
alright,4329
tent,65
roast,59
load,70
cheated,9
said,5734
delicious,412
tearing,15
milk,1477
dandy,9
built,269
errand,8
ate,2006
course,207
at,9987
uhh,7
bunny,1006
please,2239
crashed,69
has,3559
helmet,364
rat,31
but,7214
bears,225
steps,90
moon,1230
clarinet,15
whoa,891
birthday,891
went,2617
upstairs,315
humm,32
hard,1082
pooh,306
sandwich,365
square,268
an,3415
bread,446
they,10824
voice,177
first,2073
getting,1418
chair,1426
seat,278
must,901
take,4372
give,2762
flash,40
gym,51
minute,1382
donkey,225
rosie,88
would,4833
remember,2516
saw,1323
walks,342
fan,84
might,951
plate,492
hop,181
magnets,94
middle,247
calm,48
sit,2779
ahead,863
funny,1211
blanket,296
smaller,147
why,5293
pants,388
stuffing,15
very,4924
monkey,445
pumpkin,259
brother,291
strong,194
planets,30
did,12544
push,1341
generous,6
something,3311
sure,2061
soap,140
boo,562
end,807
midnight,19
long,1359
off,3937
more,4949
pink,647
snake,352
day,1917
cream,619
jones,26
