word_raw,count
the,95530
is,33247
hair,1233
look,11319
raisins,160
in,27518
okay,23111
yours,568
few,412
yeah,18648
it,53730
chicken,647
see,16338
ooh,1164
for,12455
to,42483
oh,28962
pretty,2157
on,24565
jumps,127
going,6453
some,8394
there,17463
that,41067
i,43635
says,1595
and,45270
be,7804
raisin,70
games,147
just,8147
this,24681
two,4737
what,43867
you,114059
fair,103
down,7164
sky,336
sure,2061
three,2274
everything,780
puppet,78
up,12569
catch,612
have,18409
rubber,164
cut,811
one,18424
hee,412
dip,83
your,22422
uh,2403
think,9530
outside,931
swim,200
fast,523
flowers,446
whose,352
got,6150
like,17035
recorder,376
went,2617
do,27116
around,2363
home,1744
eat,4996
a,65066
with,12312
here,16461
another,2805
did,12544
better,1897
can,17024
them,7184
heavy,299
head,1471
snowball,17
jessica,100
me,14001
bigger,418
come,7853
too,6039
those,3749
yellow,1145
bridge,281
my,7563
these,3830
people,1256
awake,64
gave,624
put,12023
she,9224
tomorrow,652
green,1742
honey,3509
sings,45
favorite,593
through,2544
play,5514
adenoids,3
show,1798
something,3311
want,13465
ball,2914
now,9266
song,651
brush,418
came,1532
wanna,6227
know,11998
squirts,4
bruised,4
leaves,295
dying,24
as,2203
today,2129
was,11708
but,7214
even,1139
make,5618
night,1706
of,17549
his,6219
carrot,155
they,10824
bears,225
planes,22
why,5293
right,14360
um,2634
bed,1665
coming,1113
get,11455
or,3883
pleased,15
interested,68
box,2174
eyes,899
butter,510
train,1083
said,5734
we,17758
legs,346
tired,616
kind,2260
away,2391
from,2377
sarah,1507
very,4924
give,2762
watch,1802
nana,219
alright,4329
bunny,1006
door,1302
push,1341
thinks,112
beautiful,663
when,5648
doctor,362
apart,233
working,233
stand,574
prayers,33
no,18259
not,10260
after,1552
flip,95
perhaps,116
magnificent,11
legged,15
fit,628
all,10154
painting,117
wait,2204
sail,29
go,15721
spot,216
gown,31
friday,340
way,2997
gum,106
teeth,644
tell,4142
build,533
sit,2779
juice,1079
saw,1323
so,9107
moon,1230
if,5719
cleaned,58
guy,517
him,4577
each,359
back,5487
blocks,673
least,104
hold,1320
tears,30
excitable,30
are,17847
swallow,55
story,1270
talk,1508
brown,517
buttons,162
lemme,385
open,1721
rick,8
left,598
good,9541
more,4949
florida,44
checked,26
off,3937
mouth,1444
odd,21
knew,339
desperately,7
dog,1888
oops,819
into,2016
where,7301
please,2239
button,376
hear,1217
yes,6549
real,823
playing,1029
over,5975
practice,43
use,1442
sneakers,55
letter,448
sandy,75
stayed,286
her,6358
choo,294
wearing,391
how,8870
yellows,10
bit,1230
everyone,213
hungry,1925
while,1034
kim,71
old,1057
sale,33
help,2106
mr,452
order,53
gonna,10380
stay,1097
later,898
across,204
doing,3825
toast,243
dogs,277
try,2228
big,5321
car,2423
lots,583
stopped,173
eater,25
garden,282
wears,92
feathery,6
finally,98
out,8981
s,351
tree,1027
had,3356
different,871
horse,498
well,7223
move,769
their,1675
he,19102
card,142
sock,137
telephone,300
than,1030
white,832
scary,319
about,5994
bear,2811
bring,1248
mhm,4025
say,5582
gym,51
fourteen,78
words,281
blue,1852
love,1219
singing,182
because,4283
stranger,18
next,1769
field,81
useless,2
clock,268
bracelet,93
should,2608
cathy,25
summer,219
shoe,391
thank,3204
draw,1133
cow,745
cottage,68
made,1374
smash,36
looks,2206
