word_raw,count
fold,120
a,65066
went,2617
white,832
two,4737
and,45270
invisible,21
my,7563
in,27518
his,6219
kiss,815
play,5514
pie,653
him,4577
the,95530
hat,1288
know,11998
playing,1029
i,43635
that,41067
said,5734
finished,425
wanna,6227
go,15721
too,6039
one,18424
bring,1248
have,18409
throw,1485
but,7214
with,12312
got,6150
come,7853
why,5293
yep,1395
you,114059
on,24565
there,17463
lopsided,7
here,16461
or,3883
no,18259
hours,60
off,3937
shovel,167
dinosaur,394
look,11319
whoops,1050
for,12455
happened,1622
use,1442
blue,1852
want,13465
fast,523
getting,1418
some,8394
case,107
see,16338
right,14360
pretty,2157
vroom,151
them,7184
not,10260
oh,28962
good,9541
get,11455
we,17758
asked,582
me,14001
what,43867
echo,14
real,823
to,42483
should,2608
was,11708
still,2133
car,2423
they,10824
door,1302
huh,7126
coming,1113
bugs,220
through,2544
this,24681
of,17549
yes,6549
thought,1258
fighting,64
god,392
so,9107
roll,476
grandma,421
up,12569
did,12544
an,3415
going,6453
pinky,16
window,475
bed,1665
tell,4142
kinda,329
which,1553
tape,937
it,53730
six,605
ooh,1164
bee,204
can,17024
more,4949
room,1498
muscles,35
quick,477
into,2016
as,2203
their,1675
is,33247
now,9266
make,5618
work,1183
slower,10
uh,2403
called,1790
breakfast,637
would,4833
boy,2255
pancake,98
all,10154
be,7804
began,135
her,6358
little,9717
these,3830
alright,4329
well,7223
remember,2516
momma,131
head,1471
guy,517
cannot,99
juice,1079
started,512
those,3749
mouse,354
eat,4996
about,5994
asleep,197
do,27116
yeah,18648
wait,2204
where,7301
thursday,273
track,284
watch,1802
boot,62
ready,2066
small,903
out,8981
bird,1041
bath,1035
hungry,1925
he,19102
tree,1027
ms,13
batter,21
stuff,942
house,2719
are,17847
sandwich,365
same,705
snow,631
sh,46
four,1326
she,9224
after,1552
okay,23111
how,8870
race,137
k,144
shake,459
say,5582
daddy,3549
pictures,511
page,774
time,3368
nights,22
clang,9
vase,33
holes,260
ah,1586
fix,946
came,1532
museum,173
chi,3538
close,952
need,2646
your,22422
board,156
knows,169
turn,2448
beans,268
exciting,128
older,102
last,1297
again,2473
touch,823
training,32
down,7164
then,5800
put,12023
green,1742
has,3559
day,1917
seven,561
hard,1082
beach,421
choke,174
sip,42
lean,33
eating,1412
big,5321
spoon,750
twenty,318
at,9987
strike,14
many,1382
looked,506
whether,83
saw,1323
apple,962
doing,3825
because,4283
silly,1097
jill,118
bad,667
abe,1316
together,1066
let,4136
bunny,1006
leave,1104
except,167
had,3356
think,9530
times,200
tissues,19
trombone,12
light,972
rabbits,72
hon,120
kid,206
couple,335
pumpkin,259
story,1270
touched,33
away,2391
road,264
stop,1080
over,5975
better,1897
does,5003
stars,253
cha,174
gonna,10380
passive,2
