word_raw,count
a,65066
wanna,6227
let,4136
the,95530
hungry,1925
funniest,19
with,12312
these,3830
that,41067
seventeen,48
and,45270
off,3937
grocer,18
take,4372
hug,254
he,19102
your,22422
cherry,291
my,7563
was,11708
yeah,18648
missing,216
sheila,6
on,24565
one,18424
surgical,2
here,16461
leg,296
years,250
soup,406
wearing,391
another,2805
could,2849
bit,1230
again,2473
indians,46
h,153
clunk,59
bed,1665
trombones,3
had,3356
no,18259
it,53730
see,16338
ice,997
quick,477
eat,4996
o,398
sarah,1507
to,42483
has,3559
talk,1508
go,15721
who,5473
um,2634
what,43867
then,5800
by,1830
find,2219
we,17758
through,2544
ethan,763
you,114059
think,9530
hang,408
three,2274
all,10154
our,1442
like,17035
eve,606
say,5582
her,6358
letter,448
bracelet,93
orange,993
this,24681
sticking,125
at,9987
long,1359
chocolate,737
turned,293
out,8981
night,1706
do,27116
picture,1343
pri,1
thank,3204
sure,2061
in,27518
i,43635
want,13465
fall,737
grownup,9
elmer,24
stoplight,1
there,17463
yep,1395
coming,1113
not,10260
babies,403
same,705
when,5648
fields,21
light,972
of,17549
pig,603
hand,1320
getting,1418
is,33247
where,7301
right,14360
come,7853
house,2719
coaches,10
tell,4142
playing,1029
deep,122
butter,510
brown,517
looks,2206
bears,225
pencils,57
home,1744
oh,28962
me,14001
legs,346
did,12544
big,5321
mean,1455
bring,1248
under,990
any,2193
listening,109
still,2133
they,10824
love,1219
hi,1842
container,63
ear,369
got,6150
can,17024
are,17847
main,17
sis,614
have,18409
cake,856
its,511
little,9717
using,153
look,11319
put,12023
yes,6549
will,3052
gonna,10380
oops,819
four,1326
matter,522
thought,1258
cute,466
how,8870
rocket,521
chair,1426
much,1825
many,1382
george,115
both,501
pointing,37
club,42
watermelon,243
pillow,304
moon,1230
says,1595
just,8147
restaurant,65
year,473
okay,23111
so,9107
caterpillar,1228
cromer,131
slide,293
book,4156
nipple,14
too,6039
does,5003
bear,2811
store,595
know,11998
lining,4
great,1641
happens,438
for,12455
cookie,828
shape,195
bell,166
be,7804
said,5734
body,156
silly,1097
climbs,11
fellow,25
someone,313
read,2965
enough,919
something,3311
mrs,436
hardest,9
mouse,354
mouth,1444
luck,61
danielle,39
or,3883
cheese,1012
shoes,643
stairs,335
carries,46
ate,2006
amelia,19
side,692
soda,129
cat,1653
really,2818
squeak,170
floor,1099
singing,182
went,2617
get,11455
bouncy,54
around,2363
tablecloth,34
mary,122
reading,349
sundae,3
coal,44
several,31
face,996
trick,127
shirt,587
round,433
rum,27
yer,55
watch,1802
apple,962
him,4577
lives,334
sunday,535
girl,1413
belt,93
help,2106
pants,388
mommy,4881
down,7164
once,430
duck,959
often,162
some,8394
give,2762
away,2391
back,5487
em,542
room,1498
which,1553
milk,1477
scab,7
his,6219
alright,4329
whoops,1050
plate,492
apples,170
isabelle,32
pretty,2157
owl,769
kind,2260
drag,59
because,4283
going,6453
flying,247
dirty,767
now,9266
sort,195
open,1721
into,2016
everyone,213
day,1917
other,3334
comfortable,75
tuesday,245
sister,331
music,338
next,1769
watering,54
sleep,820
stick,643
rock,339
water,2279
sweet,293
good,9541
touch,823
june,372
better,1897
track,284
dog,1888
play,5514
baby,5302
lunch,705
pigeons,20
chew,254
place,635
about,5994
load,70
thing,1728
hold,1320
their,1675
today,2129
living,336
knob,36
more,4949
very,4924
alex,1117
guess,909
fold,120
ko,1
daddy,3549
half,374
thomas,235
called,1790
anywhere,154
bedbugs,1
sick,245
possibly,18
sweetie,1439
dong,34
wilson,54
chi,3538
jill,118
doubt,25
drive,354
hers,53
truck,1164
adam,1375
six,605
faster,137
necklace,103
darlene,11
lot,981
nice,3465
leaves,295
spin,140
hood,37
two,4737
squeeze,111
kentucky,21
nap,460
roy,35
choo,294
uh,2403
himself,353
disneyworld,11
leave,1104
hiding,281
birthday,891
them,7184
y,163
rip,93
over,5975
behind,459
those,3749
together,1066
only,1186
but,7214
naughty,90
sit,2779
huh,7126
feel,765
blue,1852
wow,2512
mhm,4025
end,807
ready,2066
having,713
promised,22
build,533
funny,1211
were,3495
seen,565
would,4833
way,2997
loves,298
purple,556
well,7223
might,951
likes,567
randolph,3
sun,699
buy,591
donald,143
ow,196
foot,606
done,1482
coat,156
monkey,445
miss,450
gosh,722
even,1139
upstairs,315
papa,285
lay,301
time,3368
else,3246
ya,2292
color,1894
bite,792
need,2646
prize,73
shovel,167
writing,179
jessica,100
kids,567
throw,1485
cocoon,427
own,377
ever,672
slug,20
park,323
why,5293
brush,418
woo,451
fuzzy,114
wait,2204
jeff,29
peppers,58
