word_raw,count
a,65066
into,2016
the,95530
house,2719
yellow,1145
want,13465
west,28
ma,215
born,150
it,53730
table,1238
yeah,18648
get,11455
do,27116
to,42483
well,7223
wanna,6227
show,1798
have,18409
go,15721
tough,66
why,5293
eraser,35
me,14001
what,43867
i,43635
out,8981
there,17463
of,17549
are,17847
toothbrush,132
about,5994
no,18259
they,10824
off,3937
room,1498
that,41067
snowing,33
you,114059
make,5618
gonna,10380
spots,70
think,9530
shh,301
other,3334
turn,2448
feel,765
on,24565
boy,2255
right,14360
stalked,5
adam,1375
and,45270
park,323
going,6453
oh,28962
sleepy,300
with,12312
thump,58
some,8394
your,22422
baby,5302
put,12023
in,27518
up,12569
now,9266
coffee,922
is,33247
him,4577
take,4372
way,2997
by,1830
coloring,116
today,2129
along,407
bout,311
toys,1083
am,893
say,5582
good,9541
eat,4996
read,2965
names,178
playing,1029
few,412
she,9224
cheese,1012
tails,39
leave,1104
little,9717
okay,23111
here,16461
would,4833
can,17024
thumb,98
we,17758
eaten,74
not,10260
raggedy,91
has,3559
grandmother,72
poke,55
probably,683
barn,184
bear,2811
an,3415
was,11708
party,597
closed,236
finger,500
train,1083
see,16338
lift,137
very,4924
her,6358
cause,276
looked,506
dog,1888
his,6219
cup,1108
coming,1113
fingers,393
as,2203
paint,317
kind,2260
all,10154
really,2818
both,501
picture,1343
acting,37
monday,281
soft,198
look,11319
pig,603
over,5975
rosemary,8
this,24681
day,1917
like,17035
duper,10
one,18424
ate,2006
will,3052
inside,1102
garden,282
morning,1249
allen,16
orange,993
prettiest,13
he,19102
frog,432
chi,3538
something,3311
cookies,575
got,6150
mail,207
flew,487
play,5514
hungry,1925
forgot,364
far,331
idea,681
apple,962
honey,3509
just,8147
talked,96
our,1442
does,5003
needs,449
cleaning,134
track,284
bugs,220
may,767
stupid,49
stay,1097
at,9987
friends,528
did,12544
rid,93
head,1471
rectangle,73
pretty,2157
seconds,47
dinosaurs,210
for,12455
gee,101
asking,105
yummy,464
cover,304
hey,1890
looking,1179
curls,78
break,625
rushed,34
where,7301
girls,195
pajamas,141
balloon,631
but,7214
then,5800
dishes,253
boys,287
explain,33
repeating,3
down,7164
spoon,750
whose,352
raw,6
whoa,891
know,11998
milk,1477
sign,124
maybe,2577
whole,676
hands,831
burning,16
annoying,11
parlor,13
when,5648
silly,1097
breakfast,637
or,3883
money,493
burned,47
need,2646
tall,402
box,2174
next,1769
watch,1802
rachel,138
everything,780
wide,127
monkey,445
three,2274
favorite,593
count,492
manuela,382
block,383
big,5321
happened,1622
guess,909
hullabaloo,5
thing,1728
m,268
liked,186
my,7563
birdy,25
market,61
daddy,3549
zeroes,7
applied,1
brought,361
mother,1081
fields,21
back,5487
give,2762
from,2377
being,510
kitty,886
taking,544
better,1897
quarters,21
book,4156
ones,721
ball,2914
bobbing,18
pickle,243
slept,66
hi,1842
because,4283
gasped,107
call,1418
chair,1426
relaxed,2
tip,115
cream,619
be,7804
clouds,260
door,1302
sarah,1507
push,1341
might,951
yourself,664
hold,1320
dear,315
again,2473
jiggling,6
took,996
comes,1050
almost,825
doing,3825
more,4949
getting,1418
penguins,47
which,1553
best,381
must,901
who,5473
pigs,198
bird,1041
lemme,385
job,575
ratchet,1
clean,901
repeat,14
believe,272
helmet,364
patches,5
wuzzy,14
home,1744
hedgehogs,3
understand,203
its,511
nana,219
color,1894
toot,241
biscuit,65
come,7853
part,678
were,3495
us,1782
sleep,820
doll,315
name,2204
clothes,489
mess,354
sand,189
remember,2516
called,1790
if,5719
please,2239
jump,637
pride,50
said,5734
stuck,663
holding,267
flowers,446
week,487
yes,6549
war,25
kiss,815
school,1901
cash,14
boulder,12
black,632
top,1202
page,774
touch,823
sticking,125
so,9107
sparkle,11
saying,657
indiana,13
done,1482
sis,614
hundred,225
winter,146
toast,243
dress,421
noses,22
pants,388
waffle,43
scared,410
outside,931
laughed,86
tickle,502
aunt,227
careful,1071
