word_raw,count
the,95530
new,1701
in,27518
doll,315
we,17758
go,15721
em,542
put,12023
there,17463
are,17847
taught,95
noisy,75
for,12455
i,43635
find,2219
it,53730
else,3246
hi,1842
eat,4996
you,114059
and,45270
what,43867
up,12569
on,24565
did,12544
doggies,77
to,42483
yep,1395
carlos,19
over,5975
coming,1113
first,2073
a,65066
lemme,385
do,27116
file,10
daddy,3549
paper,1309
water,2279
great,1641
can,17024
his,6219
old,1057
touch,823
my,7563
that,41067
no,18259
jack,238
is,33247
doctor,362
one,18424
say,5582
right,14360
picnic,381
again,2473
this,24681
with,12312
red,2186
onion,34
ooh,1164
not,10260
good,9541
gallons,36
frog,432
okay,23111
guys,450
tusks,226
all,10154
abe,1316
people,1256
your,22422
said,5734
um,2634
piece,1571
called,1790
out,8981
corner,341
at,9987
ours,42
door,1302
she,9224
looks,2206
because,4283
r,171
track,284
dog,1888
hard,1082
oh,28962
yeah,18648
hold,1320
work,1183
get,11455
hafta,331
now,9266
of,17549
like,17035
down,7164
baby,5302
bring,1248
oop,334
still,2133
does,5003
decide,57
plums,270
too,6039
bit,1230
worm,116
books,697
cream,619
house,2719
know,11998
which,1553
these,3830
footsteps,11
have,18409
toys,1083
asked,582
time,3368
has,3559
knievel,6
hee,412
yes,6549
police,171
sounds,346
really,2818
abee,6
snap,328
cup,1108
take,4372
bear,2811
job,575
he,19102
above,175
trucks,216
be,7804
baskets,23
how,8870
toast,243
doing,3825
thing,1728
orange,993
favorite,593
light,972
white,832
ate,2006
something,3311
t,354
just,8147
sun,699
hooray,154
rabbit,404
elephants,912
back,5487
banjo,27
side,692
dinosaurs,210
soon,450
any,2193
birthday,891
playing,1029
hook,160
rats,30
box,2174
careful,1071
here,16461
curious,31
about,5994
pu,4
chair,1426
watch,1802
other,3334
hole,618
see,16338
huckle,56
going,6453
city,151
boy,2255
hand,1320
jumping,229
flowers,446
if,5719
goes,2294
boop,124
shy,85
cat,1653
who,5473
push,1341
happens,438
us,1782
tree,1027
elephant,922
flag,69
sitting,674
ah,1586
or,3883
avocado,54
try,2228
goin,45
pretended,17
another,2805
oops,819
truck,1164
sheep,226
paul,383
told,735
much,1825
when,5648
gonna,10380
beginning,94
bird,1041
would,4833
so,9107
tongues,9
nowhere,21
wool,37
lines,78
table,1238
book,4156
color,1894
wanna,6227
nope,491
maybe,2577
rosamund,21
dead,77
airplanes,37
into,2016
goose,105
let,4136
want,13465
trip,138
then,5800
potatoes,199
honey,3509
lie,149
throw,1485
off,3937
fingers,393
feel,765
meat,251
comfy,32
look,11319
zoo,385
need,2646
before,1160
manuela,382
picture,1343
hugged,23
was,11708
chips,111
fingerprinted,1
mike,102
drying,31
barely,29
pick,1311
major,8
give,2762
supposed,696
sweet,293
they,10824
every,490
quick,477
forgot,364
q,64
wow,2512
some,8394
knock,275
make,5618
spider,266
yummy,464
sweetie,1439
holding,267
name,2204
call,1418
arm,268
those,3749
c,406
girl,1413
pink,647
wait,2204
whole,676
saying,657
kiss,815
well,7223
shindig,3
together,1066
thank,3204
move,769
yourself,664
talks,40
kitten,162
coach,25
toes,305
daisy,197
sorts,26
listen,613
caterpillar,1228
cute,466
hungry,1925
her,6358
big,5321
middle,247
two,4737
sliding,44
alright,4329
finish,703
shell,119
mouth,1444
lipper,3
closet,236
next,1769
trap,16
me,14001
shirt,587
papa,285
outside,931
cone,240
clowns,39
think,9530
better,1897
wants,815
ball,2914
alligator,153
swimming,352
phone,696
june,372
secret,105
glue,129
writing,179
come,7853
enough,919
whoa,891
scale,12
sarah,1507
clock,268
lily,909
stuck,663
remember,2516
idea,681
builder,20
mother,1081
miles,27
gobble,75
porgy,4
timmy,31
rid,93
pee,102
franklin,187
airplane,500
should,2608
pencil,332
tasty,113
puddle,158
mrs,436
mean,1455
today,2129
sleep,820
brought,361
little,9717
where,7301
will,3052
from,2377
guy,517
play,5514
cushion,14
lots,583
things,1745
owl,769
fence,180
carefully,54
an,3415
zebras,42
helmet,364
its,511
squeak,170
done,1482
hear,1217
nice,3465
amazing,81
mhm,4025
backpack,462
coffee,922
ninety,36
realized,24
shaped,44
pennies,99
by,1830
year,473
tom,79
tea,711
bite,792
knew,339
funny,1211
fine,420
weakling,1
e,367
seems,94
whoops,1050
seen,565
very,4924
friends,528
clip,188
brush,418
talk,1508
without,283
weary,2
heads,56
patty,35
log,33
dear,315
wake,269
story,1270
hope,314
three,2274
turtle,277
please,2239
bread,446
got,6150
henry,82
dressed,190
way,2997
says,1595
until,740
wet,476
sometimes,559
uh,2403
lick,87
read,2965
calling,231
basket,330
talking,709
but,7214
missing,216
shoes,643
boo,562
making,1032
upstairs,315
ice,997
animals,854
mushrooms,39
slippers,89
hands,831
offering,6
small,903
top,1202
bottle,529
shh,301
huh,7126
bridie,1
courtney,79
minute,1382
brown,517
travels,7
snail,78
peas,129
putting,543
wild,148
grew,144
cook,353
wax,27
dad,348
pot,163
garden,282
eating,1412
toilet,34
sure,2061
crayons,515
help,2106
long,1359
start,646
grass,355
seats,46
soap,140
wear,623
cemetery,36
ready,2066
taste,328
fireflies,3
chris,62
ever,672
rainbow,120
glass,284
car,2423
fly,407
cow,745
looked,506
flat,144
turn,2448
snow,631
fast,523
under,990
maryann,14
gosh,722
buy,591
noises,66
warm,442
morning,1249
south,42
cut,811
fire,753
lifeless,1
sara,74
getting,1418
stay,1097
sing,715
throws,23
went,2617
press,316
hummingbirds,2
coat,156
interesting,191
mommy,4881
hardly,49
sam,261
upside,201
asleep,197
clean,901
more,4949
fish,989
half,374
trot,13
left,598
pacifier,10
made,1374
count,492
eggs,426
away,2391
ta,710
use,1442
kind,2260
recorder,376
usually,283
love,1219
park,323
map,138
cake,856
tip,115
cheese,1012
place,635
sit,2779
chocolate,737
leftover,2
mixer,80
design,45
helping,107
refrigerator,329
him,4577
summer,219
state,174
humm,32
tell,4142
spoon,750
cows,161
cheeks,36
switch,138
different,871
others,55
seal,65
duck,959
laundry,76
ding,196
christmas,339
day,1917
pocket,336
teddy,350
head,1471
blow,598
lot,981
liked,186
pat,136
twins,30
telephone,300
ariel,188
creatures,68
plate,492
came,1532
anything,1112
spots,70
wagon,134
dough,205
mat,188
write,782
hair,1233
them,7184
nana,219
afterwards,55
through,2544
ring,357
groundhog,12
yay,697
camera,546
only,1186
around,2363
tight,128
nose,1133
happened,1622
peanut,245
thought,1258
kept,141
ethan,763
bock,49
longer,161
trash,146
bad,667
test,68
turning,169
gone,526
couple,335
corn,381
school,1901
phooey,26
doggie,623
grown,56
why,5293
forget,300
gold,101
green,1742
pop,914
comes,1050
union,1
beach,421
star,351
ow,196
easier,114
cheek,49
jump,637
match,198
could,2849
muppet,3
pancakes,154
pull,987
mart,9
church,138
frustrating,20
faster,137
messed,28
blue,1852
dreams,69
shared,14
last,1297
deserved,3
stand,574
tooth,158
saturday,338
laughing,227
chairs,146
while,1034
goat,127
flew,487
had,3356
buttons,162
spoons,130
quickest,2
open,1721
tricycle,44
captain,61
bell,166
goggles,4
real,823
pour,298
sox,3
rice,353
party,597
afraid,208
glove,50
silly,1097
movie,290
tv,434
unless,82
working,233
seven,561
bricks,56
each,359
diaper,426
crash,196
delicious,412
kitty,886
celery,69
sugar,472
worry,157
dark,329
ma,215
garage,267
cold,769
giving,295
lid,74
hammer,266
washed,99
many,1382
bugs,220
ketchup,97
slow,175
hug,254
words,281
motorcycles,21
nothing,534
crickets,15
caboose,74
dalmatian,8
raffi,24
stool,148
cleaning,134
denise,12
di,119
opening,57
feed,254
night,1706
both,501
offer,22
koalas,17
mama,565
bandage,9
than,1030
conversation,25
baba,15
zack,42
colors,478
football,243
four,1326
tickle,502
end,807
due,13
matter,522
grasshoppers,23
group,80
gadget,3
our,1442
mariana,147
jellyfish,16
hairy,28
trees,434
bag,683
noodles,86
stack,80
hit,609
hot,1039
bottom,314
hello,1605
climb,260
adam,1375
shooting,36
show,1798
stones,85
stood,86
whose,352
bumped,76
looking,1179
finished,425
rosie,88
sister,331
april,102
volcanos,3
vegetables,149
starfish,61
potato,282
yesterday,685
ya,2292
clap,181
hyraxes,24
am,893
as,2203
mail,207
italy,32
taking,544
months,143
covers,56
wind,256
pippin,1
pounds,94
cooking,164
dudley,31
berries,33
smile,99
forest,111
nine,438
ivory,31
country,99
gross,90
pretty,2157
letter,448
tilting,4
wish,200
movies,68
felt,281
games,147
schoolbus,20
stick,643
second,540
moving,208
candies,10
steak,94
moon,1230
took,996
pieces,509
hey,1890
though,939
everything,780
shoot,166
sound,343
number,457
ribbons,19
guess,909
supper,502
tongue,181
cooling,5
lessee,1
submarine,16
pictures,511
after,1552
bump,430
cross,82
regular,91
higher,91
apart,233
mom,1147
stole,38
breakfast,637
lego,101
even,1139
five,1187
kid,206
dancing,252
world,174
peep,85
seat,278
stretching,12
bro,664
window,475
evening,36
landing,28
monster,253
alien,13
rest,448
paint,317
chop,83
donald,143
train,1083
cookies,575
seconds,47
cousins,73
lives,334
close,952
animal,324
stuff,942
trying,682
their,1675
rectangle,73
quack,398
treat,62
gigi,119
bee,204
sleeping,420
hurt,776
tricky,36
melissa,80
tiger,249
discipline,1
desk,101
fifteen,79
fairly,5
might,951
rhinoceros,98
lollipop,212
walk,793
wearing,391
stove,114
napkin,136
fifty,165
carpet,147
watches,26
fixed,162
may,767
champ,3
fresh,160
replied,20
chicken,647
room,1498
pair,183
darrel,1
puppy,499
deep,122
kinda,329
rock,339
held,60
yup,775
somewhere,229
opened,140
song,651
coconuts,1
aw,388
tough,66
grandma,421
dime,57
bridge,281
kully,8
lobsters,19
stegosaurus,38
yelling,47
fool,29
bed,1665
walrus,21
rufus,9
roared,114
choo,294
gotta,716
mind,221
chi,3538
watching,215
anymore,686
juice,1079
particularly,12
alex,1117
sky,336
page,774
peek,158
disappeared,61
staying,48
vitamin,21
keep,1192
sunday,535
snowman,129
dove,13
fox,173
tape,937
sides,52
special,372
polar,81
boys,287
themselves,82
whale,113
triceratops,23
flashes,3
peter,184
ear,369
pan,134
dogs,277
riot,6
mache,9
bye,988
home,1744
reaction,6
choose,55
boarding,2
stairs,335
orchestra,12
stays,90
sticker,89
finger,500
tangled,94
bags,52
six,605
smoking,8
soup,406
already,676
medicine,197
jane,80
condition,1
stayed,286
yellow,1145
trevor,182
bunny,1006
thanks,492
eyes,899
london,23
automobiles,1
letters,275
neck,329
prince,137
fridge,39
roy,35
huge,150
soggy,115
showed,96
terrible,114
were,3495
piglet,86
sleepy,300
mister,276
deals,3
almost,825
center,42
bother,59
teeth,644
crumbs,52
makes,597
drop,177
balls,254
mirror,224
foot,606
shake,459
skills,2
fat,451
nuts,98
thursday,273
mine,614
dragon,112
bug,309
lemonade,53
such,353
moby,24
branches,58
overalls,56
broad,3
microphones,18
lil,385
mumma,18
stella,69
steal,33
cakes,75
everyone,213
balance,48
onto,256
natasha,10
christopher,101
chest,97
penny,138
sleeve,53
mice,170
having,713
own,377
cause,276
behind,459
purple,556
toe,153
suppose,111
alphabet,84
postcards,1
runs,222
raccoons,8
hyena,23
face,996
noise,518
leave,1104
ten,510
scary,319
floor,1099
imagination,39
pretend,435
survive,4
drag,59
reading,349
parallel,5
game,559
fourteen,78
sand,189
bless,198
loud,237
ones,721
dangling,8
microphone,673
dankner,3
tuck,17
trouble,162
bang,464
tired,616
thirsty,188
round,433
drive,354
m,268
person,315
lamp,47
food,1318
near,294
library,195
cookie,828
thirty,250
tools,91
problem,144
gets,503
easy,418
eight,476
days,241
dana,15
bambi,84
zipper,50
high,455
milk,1477
wolf,167
bobo,53
cane,25
vaccination,6
exercise,39
crazy,134
works,283
baths,78
body,156
cry,245
decorations,13
hat,1288
meet,245
tie,215
boom,419
snip,225
jogging,3
mess,354
excellent,176
surface,31
toot,241
fold,120
s,351
change,291
shovels,9
started,512
firefighter,24
pig,603
tick,144
postcard,4
magazine,55
calm,48
sieve,19
sausage,219
later,898
dominos,7
boots,313
drink,1217
poop,61
either,459
straight,239
underwear,34
gave,624
kristin,4
afternoon,167
op,81
brussels,34
hide,246
giant,174
towel,352
ground,245
quickly,120
n,290
bark,153
mainland,2
fell,879
cou,36
voice,177
likes,567
sorry,803
never,955
share,166
slide,293
inside,1102
ouch,152
bathing,57
spinach,40
dress,421
tutoring,1
mario,11
becky,82
shadow,71
beads,174
studying,11
woo,451
numbers,148
martin,15
santa,296
sir,152
believe,272
been,1084
smoke,96
reva,14
whisk,20
means,344
squirt,188
sandwich,365
also,507
strange,98
lying,86
sparta,3
doctors,30
muffin,44
lobster,114
visit,179
tail,488
path,36
nikki,10
louder,65
trunks,175
tiny,531
swing,303
cherries,38
raspberries,33
daytime,17
send,88
past,321
ceiling,60
tuesday,245
walked,179
jays,3
fur,76
egg,1239
sad,276
bringing,92
holder,17
dolls,133
few,412
female,66
lighthouse,9
ostriches,3
wonder,332
hang,408
roll,476
hopped,22
best,381
season,20
fun,857
parts,73
himself,353
used,543
junk,52
bum,34
parachute,19
stops,42
sea,337
giraffe,233
sis,614
camping,53
puzzle,534
powder,80
wiggle,117
grazed,3
judy,137
lettuce,130
imitating,4
seashell,9
pail,62
pillows,42
typewriter,13
harm,9
probably,683
strawberries,314
cards,168
cheerio,25
flower,313
rack,25
pringle,4
grab,102
tricked,14
tent,65
stop,1080
deserve,33
understand,203
clothes,489
gulp,18
pen,246
sees,77
constantly,8
b,405
forests,61
found,1119
dishes,253
michael,261
cranky,110
pots,59
broken,435
seeing,59
everywhere,191
eva,12
burnt,15
store,595
passengers,112
bethany,1
tickles,58
cindy,65
robot,70
check,249
nap,460
wrong,458
row,97
robin,262
wash,612
andrew,91
eats,141
jerry,42
promised,22
oscar,137
brighter,3
case,107
bus,762
brushed,13
nipple,14
north,76
saucer,57
seed,61
geese,74
sink,193
bracelet,93
hoot,23
happening,224
fifth,28
dumper,15
shells,52
buckle,58
loved,89
cupcake,198
street,475
shut,340
tiles,3
shot,76
ernie,233
met,90
legs,346
telling,233
soft,198
fruit,212
yours,568
halloween,119
jumped,216
rubber,164
bones,90
enjoy,68
elmo,302
sharpen,11
stories,134
toad,148
lift,137
sharp,113
muck,18
mixture,4
excuse,364
cocoon,427
reason,91
grover,218
wheelbarrow,21
vanilla,59
licked,18
squeaky,42
hum,65
tomorrow,652
fit,628
rake,96
sheldon,5
bull,53
striking,2
backhoe,26
shark,91
proud,51
gas,125
yum,310
ambulance,78
kissing,103
shine,20
course,207
broccoli,126
motorcycle,132
amanda,216
thump,58
deaf,4
wisconsin,17
hill,195
music,338
knife,169
anybody,261
turned,293
flying,247
melon,16
flip,95
picking,114
king,192
bask,4
anywhere,154
ducks,171
hour,161
button,376
counting,54
chandelier,5
ship,105
bowl,559
tall,402
part,678
babe,34
low,69
set,587
cromer,131
strawberry,175
fix,946
photograph,12
dab,5
mummy,174
g,199
steps,90
awake,64
circle,439
welcome,411
wheat,213
lucky,142
tam,23
peg,18
muggy,1
tickets,26
lips,63
live,701
participate,2
dede,29
harold,91
scared,410
glasses,231
yeh,370
attention,61
happy,666
softly,62
mouse,354
curses,2
flapping,10
present,230
ride,651
pile,88
claus,52
tommy,74
sophisticated,4
electricity,20
fifteenth,17
horn,137
guns,30
pajamas,141
pulling,142
monday,281
da,167
puffed,49
absolutely,71
hippo,161
wee,466
possible,24
tart,17
whoosh,114
macaroni,161
jelly,160
man,792
peaceful,35
dreaming,40
pirate,80
magic,210
bought,263
mary,122
played,266
horses,152
wheel,191
mari,2
gloomy,6
suit,113
beautiful,663
sweater,103
record,204
pickle,243
tonight,448
build,533
marker,18
gordon,72
breath,35
straighten,35
clouds,260
must,901
pie,653
usual,15
cord,58
town,176
banana,359
raisins,160
poster,29
alone,245
able,225
drain,127
word,449
chewing,75
tweet,123
gives,114
woke,100
rot,1
barn,184
plum,51
space,484
question,164
rocking,179
lunch,705
hate,109
mud,185
wonderful,143
groceries,41
eyeglasses,9
coo,31
bubbles,481
someplace,38
hers,53
blocks,673
yoga,17
bubbly,4
frightened,43
