word_raw,count
go,15721
do,27116
and,45270
will,3052
the,95530
get,11455
hurt,776
in,27518
it,53730
right,14360
cha,174
has,3559
that,41067
take,4372
to,42483
play,5514
a,65066
first,2073
we,17758
your,22422
drink,1217
throw,1485
me,14001
want,13465
noise,518
have,18409
her,6358
there,17463
elephants,912
over,5975
words,281
ambulance,78
put,12023
lost,411
house,2719
talk,1508
who,5473
come,7853
up,12569
leg,296
on,24565
around,2363
where,7301
baby,5302
you,114059
wanna,6227
told,735
were,3495
today,2129
yeah,18648
landed,168
clock,268
this,24681
if,5719
gonna,10380
looks,2206
my,7563
cow,745
no,18259
long,1359
look,11319
very,4924
at,9987
let,4136
why,5293
way,2997
did,12544
wipe,324
i,43635
door,1302
camera,546
different,871
rabbit,404
newborn,14
was,11708
lilly,22
african,301
what,43867
is,33247
day,1917
loud,237
dishes,253
its,511
four,1326
vessel,2
taking,544
birthday,891
away,2391
back,5487
than,1030
umbrella,148
said,5734
salami,234
one,18424
give,2762
for,12455
some,8394
not,10260
hide,246
okay,23111
his,6219
cute,466
high,455
huh,7126
they,10824
sweetie,1439
now,9266
good,9541
tons,5
music,338
guess,909
lot,981
as,2203
tongue,181
getting,1418
france,51
or,3883
count,492
started,512
three,2274
dog,1888
need,2646
green,1742
oh,28962
beautiful,663
patrick,155
shut,340
hot,1039
these,3830
would,4833
yum,310
pretty,2157
here,16461
tuesday,245
out,8981
fast,523
called,1790
bone,117
mhm,4025
then,5800
can,17024
book,4156
else,3246
sunday,535
he,19102
second,540
hat,1288
office,130
floppy,262
says,1595
yup,775
looked,506
are,17847
messed,28
bury,11
eve,606
asleep,197
should,2608
light,972
mom,1147
honey,3509
fireman,91
she,9224
chimney,406
mommy,4881
ya,2292
grown,56
meat,251
find,2219
again,2473
with,12312
feel,765
little,9717
send,88
how,8870
try,2228
both,501
know,11998
like,17035
life,105
letter,448
stopped,173
got,6150
birds,317
corner,341
hung,65
of,17549
turkey,237
inside,1102
happens,438
because,4283
had,3356
painted,70
when,5648
bounce,333
so,9107
mittens,53
them,7184
head,1471
may,767
see,16338
call,1418
abe,1316
apple,962
danger,26
well,7223
leaf,610
caterpillar,1228
butter,510
yogurt,302
pop,914
sings,45
catch,612
even,1139
easily,24
mr,452
chi,3538
things,1745
glass,284
thank,3204
say,5582
nose,1133
big,5321
sitting,674
celery,69
shh,301
nineteen,55
down,7164
never,955
side,692
stuff,942
refrigerator,329
by,1830
thing,1728
washington,39
yes,6549
think,9530
leave,1104
donna,106
start,646
brown,517
grandmas,21
plane,219
sometimes,559
hands,831
be,7804
sit,2779
tomorrow,652
