word_raw,count
going,6453
can,17024
all,10154
it,53730
hitting,65
come,7853
know,11998
so,9107
in,27518
right,14360
water,2279
there,17463
you,114059
looked,506
potty,253
talking,709
nice,3465
what,43867
did,12544
he,19102
little,9717
wear,623
year,473
that,41067
the,95530
premises,1
about,5994
okay,23111
jack,238
over,5975
wow,2512
says,1595
make,5618
on,24565
here,16461
hand,1320
is,33247
ever,672
for,12455
figure,135
well,7223
actually,564
something,3311
peanut,245
together,1066
village,41
get,11455
up,12569
excellent,176
of,17549
have,18409
trying,682
everyone,213
no,18259
planting,16
helping,107
banged,18
other,3334
where,7301
them,7184
using,153
with,12312
juice,1079
want,13465
asked,582
night,1706
fall,737
shall,692
eat,4996
bath,1035
anything,1112
bye,988
airplane,500
honey,3509
then,5800
they,10824
his,6219
said,5734
yourself,664
pink,647
drink,1217
work,1183
like,17035
i,43635
while,1034
girl,1413
potato,282
does,5003
bare,19
your,22422
when,5648
sit,2779
please,2239
hair,1233
was,11708
piece,1571
how,8870
a,65066
why,5293
thought,1258
this,24681
coffee,922
food,1318
july,56
be,7804
got,6150
ear,369
yeah,18648
we,17758
yep,1395
tonic,41
would,4833
long,1359
bet,439
funny,1211
always,679
east,19
sitting,674
these,3830
whoops,1050
years,250
getting,1418
calm,48
after,1552
beautiful,663
took,996
oh,28962
duck,959
light,972
think,9530
pieces,509
lion,427
too,6039
kiss,815
out,8981
gonna,10380
or,3883
but,7214
do,27116
let,4136
and,45270
put,12023
go,15721
look,11319
phone,696
saw,1323
bus,762
welcome,411
because,4283
draw,1133
inside,1102
sarah,1507
pretty,2157
any,2193
happy,666
mhm,4025
tomatoes,106
back,5487
to,42483
bar,80
e,367
also,507
spilled,131
auntie,332
chip,88
face,996
me,14001
ann,206
hat,1288
o,398
glasses,231
cough,94
pajamas,141
nose,1133
rachel,138
father,226
thing,1728
had,3356
mariana,147
name,2204
one,18424
good,9541
pencil,332
her,6358
at,9987
d,370
ooh,1164
naked,74
window,475
were,3495
day,1917
fly,407
yes,6549
huh,7126
stethoscope,19
pull,987
minute,1382
push,1341
two,4737
wanna,6227
clean,901
which,1553
hello,1605
floor,1099
my,7563
decided,91
those,3749
birthday,891
moon,1230
first,2073
stop,1080
play,5514
though,939
never,955
are,17847
now,9266
tell,4142
really,2818
use,1442
tree,1027
read,2965
oops,819
moving,208
arrived,46
suitcase,106
bed,1665
ready,2066
has,3559
soda,129
ah,1586
lowly,51
leave,1104
who,5473
t,354
um,2634
seven,561
ta,710
marbles,42
toys,1083
drinks,91
lands,27
bears,225
goodies,8
april,102
take,4372
behind,459
matter,522
busy,286
margaret,20
if,5719
many,1382
missed,214
word,449
usually,283
car,2423
say,5582
should,2608
came,1532
gabby,60
chi,3538
thank,3204
ice,997
hands,831
cocoon,427
see,16338
everything,780
school,1901
maybe,2577
patio,5
listen,613
close,952
pumpkin,259
donald,143
find,2219
more,4949
today,2129
found,1119
vulture,4
from,2377
call,1418
celebration,11
yucky,177
sunday,535
favorite,593
horse,498
not,10260
gosh,722
walk,793
room,1498
stroller,56
cause,276
three,2274
need,2646
wearing,391
rest,448
some,8394
parrots,15
dwarfs,22
fancy,61
apples,170
planning,19
attach,55
mobile,20
swiss,172
penguins,47
big,5321
our,1442
looks,2206
sweetie,1439
nope,491
wondering,51
time,3368
legs,346
may,767
playing,1029
build,533
whom,36
ya,2292
tiger,249
dig,146
once,430
starts,96
outside,931
accident,114
closer,282
cup,1108
went,2617
soft,198
driver,179
painted,70
hi,1842
black,632
front,605
watch,1802
rubber,164
glass,284
soldier,12
sis,614
party,597
used,543
birdie,75
wash,612
eyes,899
wrestle,16
pig,603
fell,879
plopped,2
flew,487
toot,241
tail,488
elmo,302
bird,1041
earthquake,3
corner,341
could,2849
puzzles,93
she,9224
fence,180
fire,753
snow,631
mommy,4881
sure,2061
kidding,97
still,2133
plastic,118
again,2473
alright,4329
kisses,109
another,2805
down,7164
daddy,3549
mouth,1444
starting,68
cleaner,43
truck,1164
sore,69
mean,1455
door,1302
stem,26
supper,502
help,2106
till,80
house,2719
kale,16
dear,315
butterfly,464
picking,114
weighed,34
guess,909
meet,245
oop,334
very,4924
around,2363
hear,1217
birth,73
direction,41
hitched,1
as,2203
hee,412
jungle,48
wheels,299
seeds,148
few,412
piper,23
rubble,2
ball,2914
paul,383
instead,278
wiggle,117
cranberry,29
buy,591
letter,448
blow,598
an,3415
than,1030
wiping,25
tape,937
color,1894
disappeared,61
book,4156
passed,35
such,353
matthew,272
s,351
bowl,559
sandwich,365
bump,430
throw,1485
mud,185
sign,124
couple,335
crying,288
arlene,2
without,283
giggly,5
liked,186
sat,274
remember,2516
threw,209
doggy,146
smoke,96
honk,57
guy,517
man,792
wa,37
fallen,24
continue,17
count,492
above,175
into,2016
grow,237
sorry,803
sad,276
already,676
weeks,369
left,598
dog,1888
lady,419
morning,1249
cat,1653
breaking,58
h,153
ding,196
happens,438
blah,112
charge,56
trucks,216
hides,11
fuzzy,114
shape,195
start,646
stand,574
fingers,393
scared,410
step,182
jeremiah,8
sun,699
cub,37
bout,311
pickle,243
naps,12
kind,2260
broom,110
next,1769
write,782
visit,179
stick,643
prunella,1
horses,152
building,281
teenager,13
june,372
franklin,187
called,1790
tomato,111
lock,57
grover,218
under,990
similar,15
bell,166
banana,359
airplanes,37
tweet,123
silly,1097
sock,137
shorter,20
bright,106
point,117
different,871
just,8147
wait,2204
finger,500
love,1219
plums,270
pulled,128
ducks,171
stay,1097
hang,408
way,2997
through,2544
dust,54
started,512
hilda,112
needs,449
end,807
kitten,162
must,901
space,484
leg,296
desk,101
smart,252
head,1471
cream,619
ants,80
sucks,5
nadia,3
turn,2448
by,1830
hey,1890
bathroom,108
hot,1039
alex,1117
huge,150
dusty,14
anyway,348
drop,177
talk,1508
blueberries,98
mikey,53
crawl,51
page,774
baby,5302
howled,2
ted,35
slid,19
girls,195
mildred,1
sleeve,53
airport,53
doctor,362
touch,823
list,106
yuck,135
cow,745
onto,256
names,178
order,53
week,487
john,162
try,2228
guys,450
side,692
bark,153
feel,765
before,1160
mixed,84
bubbles,481
recording,80
rode,59
koala,112
hard,1082
will,3052
milk,1477
bitter,8
ringing,70
george,115
comes,1050
rice,353
hungry,1925
bend,49
against,170
same,705
hobbies,1
stuck,663
bite,792
chimney,406
green,1742
part,678
speak,95
road,264
lemme,385
apple,962
block,383
enough,919
spill,173
bear,2811
roar,51
careful,1071
walking,364
either,459
fighting,64
beans,268
pizza,170
ground,245
soup,406
chug,224
grill,16
hug,254
short,154
fry,22
doorbell,18
cover,304
caterpillar,1228
trash,146
fish,989
grapes,170
turtle,277
oatmeal,205
himself,353
care,337
give,2762
else,3246
hundred,225
knee,122
brush,418
living,336
swings,46
early,180
propeller,26
steering,31
gets,503
whoa,891
later,898
nine,438
away,2391
boat,484
bottle,529
clap,181
began,135
white,832
deep,122
bro,664
degenerates,1
barrel,33
dessert,171
made,1374
wore,46
wits,2
second,540
things,1745
x,132
turns,118
sauce,119
everywhere,191
saber,15
definitely,82
driving,231
marsh,15
past,321
choice,66
team,43
boy,2255
elephants,912
babies,403
much,1825
broke,376
great,1641
better,1897
bulldozer,58
snack,153
bill,73
whole,676
records,37
jade,2
wicked,34
giving,295
wet,476
seeing,59
doing,3825
donkey,225
issue,7
cars,555
wrote,95
wire,85
fin,12
chugged,6
plays,80
cried,231
off,3937
cards,168
twaddle,1
barlow,3
bit,1230
shoes,643
ask,756
red,2186
trunk,159
pour,298
spoon,750
woods,68
soap,140
fat,451
mr,452
dancing,252
learned,73
roll,476
rattle,54
soggy,115
bangle,10
jenny,63
making,1032
butterflies,109
perhaps,116
cry,245
package,59
forever,46
climbing,105
felt,281
job,575
expression,5
wednesday,281
jacket,120
fold,120
hippos,62
graham,56
carry,235
nuts,98
graduate,8
jane,80
rocket,521
dirty,767
air,351
looking,1179
idea,681
wanted,622
jasmine,48
everybody,328
delicious,412
pee,102
cheese,1012
balls,254
ago,274
fill,94
outer,18
open,1721
owls,68
friend,498
sleep,820
afternoon,167
whistle,108
dad,348
center,42
myself,164
piglets,30
silver,75
happened,1622
ten,510
camp,50
uh,2403
ketchup,97
knees,70
b,405
judy,137
money,493
fake,26
remembers,14
goes,2294
bananas,129
unusual,18
lap,261
jello,51
people,1256
wake,269
picked,195
beach,421
shopping,152
derrick,11
ambulance,78
aislinn,115
telling,233
motor,87
losing,39
him,4577
until,740
sky,336
heirloom,2
engine,272
yogurt,302
candles,69
orange,993
boys,287
chicken,647
having,713
trevor,182
office,130
hurt,776
sticky,288
flower,313
dip,83
show,1798
jump,637
goodness,80
hole,618
works,283
dada,56
porridge,63
crayon,407
rock,339
stomach,217
mother,1081
stuff,942
sweatpants,3
magical,15
table,1238
egg,1239
bunch,170
oliver,178
friday,340
drawing,246
days,241
daytime,17
aw,388
wants,815
pouch,40
catching,31
owl,769
taking,544
dump,278
chinese,43
mom,1147
eating,1412
children,272
edge,61
chasing,66
knock,275
meantime,7
fed,35
jelly,160
trunks,175
ethan,763
shower,152
salema,1
feet,782
ugly,47
its,511
bottom,314
pepper,103
climb,260
forth,97
abe,1316
coming,1113
sometimes,559
set,587
shelf,66
animals,854
boom,419
kitchen,673
kitty,886
exactly,182
dragon,112
every,490
tie,215
storybook,3
paper,1309
anymore,686
pack,86
chocolate,737
york,139
older,102
flowers,446
sailed,26
hope,314
pony,69
cap,81
k,144
allen,16
basement,33
easy,418
eaten,74
heard,391
sh,46
dots,42
kit,21
fifty,165
ladder,98
song,651
clock,268
picture,1343
pick,1311
clouds,260
flour,126
strawberry,175
caught,240
poo,54
colors,478
animal,324
tire,110
wheat,213
mike,102
summer,219
strip,36
santa,296
bought,263
yay,697
cloud,55
ones,721
mister,276
am,893
aquarium,44
alligator,153
strain,6
flip,95
scented,2
mayonnaise,22
em,542
likes,567
slice,493
bigger,418
row,97
session,26
manifest,1
spitting,23
keep,1192
new,1701
biggest,71
darling,45
leashes,1
stubborn,8
puddle,158
gordon,72
mice,170
circle,439
french,143
chair,1426
hold,1320
pork,50
checkers,10
supermarket,77
watched,82
waves,33
lisa,84
colder,10
tall,402
difference,71
mart,9
quack,398
chips,111
nana,219
eleventh,12
grandma,421
flood,9
opposite,29
eye,421
mixing,71
breakfast,637
arm,268
trip,138
sam,261
bumper,54
ship,105
best,381
third,89
hanging,123
five,1187
nicely,57
band,64
coca,5
foot,606
poppy,24
snowman,129
dipped,11
wide,127
papa,285
chick,92
exciting,128
move,769
pages,137
top,1202
clear,54
asian,259
site,13
area,21
sharp,113
changed,89
pancakes,154
lily,909
rude,19
ruby,147
cranky,110
axe,26
jesse,46
bunk,26
bag,683
jam,85
seat,278
shorts,46
sleepers,5
drum,104
abee,6
salad,273
body,156
hurried,32
pillow,304
blue,1852
city,151
four,1326
street,475
lou,50
scissors,158
affection,3
ha,449
pot,163
rug,222
numbers,148
dinosaurs,210
dinner,544
fred,64
heh,138
jaw,4
shut,340
scar,69
lot,981
telephones,38
sick,245
millions,109
steelers,17
lizard,49
newton,4
crumbs,52
place,635
swish,123
nap,460
kept,141
paddling,7
scary,319
hospital,163
fled,7
september,38
meatballs,30
eve,606
shoe,391
monday,281
inspired,3
gang,48
state,174
adam,1375
manuela,382
home,1744
terrence,19
beep,153
teeth,644
artistic,6
sleepy,300
mirror,224
bridge,281
amanda,216
farmer,146
crayons,515
hafta,331
forgot,364
board,156
hawk,21
sugar,472
probably,683
sunshine,50
ears,480
frustrated,23
quickly,120
been,1084
backpack,462
fast,523
listening,109
only,1186
patrick,155
ocean,125
finished,425
gloria,84
dollar,58
bible,15
buttons,162
p,275
question,164
pop,914
razzle,13
tap,76
yummy,464
fiesta,5
wipe,324
african,301
cock,63
puzzle,534
geraldine,7
swear,10
nursery,58
patter,43
rocks,194
cows,161
lasagna,13
c,406
purple,556
thirsty,188
supposed,696
salt,171
movies,68
finish,703
umbrella,148
camera,546
plane,219
poodle,25
phones,38
sea,337
sing,715
number,457
yup,775
joke,78
candy,297
might,951
mccarty,2
avalanche,1
lee,18
news,104
adult,10
nightmares,10
somewhere,229
spaghetti,159
reckless,5
hiding,281
shirt,587
check,249
crossed,17
neighbor,22
michael,261
sprinkle,30
awaken,1
dogs,277
pocket,336
feed,254
heavy,299
others,55
knocked,147
dripping,34
grater,9
towel,352
lost,411
half,374
giant,174
missus,114
ride,651
awful,144
nickel,69
plum,51
tear,101
gone,526
wolf,167
frame,11
birds,317
beverly,7
noise,518
squishy,87
beyond,24
piano,76
brother,291
break,625
rained,125
hippo,161
leash,10
tyler,19
us,1782
excused,21
ate,2006
library,195
even,1139
kay,65
tiny,531
mad,257
sewing,19
seats,46
g,199
harriet,12
mixer,80
courtney,79
beaver,70
almost,825
land,178
believes,5
sleds,3
anne,72
robin,262
train,1083
diving,20
pumpkins,31
far,331
macdonald,13
boo,562
awarded,2
laughing,227
leaves,295
punch,99
raspberries,33
beluga,22
bad,667
crocodile,99
surprise,210
class,248
strong,194
cold,769
moo,209
ursula,303
ring,357
jimmy,45
magic,210
balloon,631
toad,148
understand,203
mess,354
wheel,191
laurie,52
shoot,166
atmosphere,5
blocks,673
done,1482
park,323
whiskers,42
their,1675
football,243
crank,22
m,268
silence,24
swimming,352
searched,12
pooh,306
rocky,58
live,701
last,1297
cut,811
excitable,30
feeling,114
chairs,146
tonight,448
bunny,1006
taught,95
tuna,67
crash,196
hugging,41
magnet,167
baths,78
aunt,227
rush,46
loud,237
change,291
river,153
oldsmobile,3
pickles,46
mind,221
moisture,2
shelves,10
wires,31
flag,69
cylinder,8
chalk,67
considering,4
carrot,155
sec,33
yellow,1145
knew,339
diff,1
cats,133
yesterday,685
museum,173
ow,196
doll,315
story,1270
willy,24
rise,21
settling,2
wind,256
adoption,10
rhymes,37
yet,740
douglas,30
everyday,95
melting,23
bang,464
dry,437
stool,148
butter,510
mohicans,2
bob,169
provincetown,4
old,1057
seth,137
lose,182
knox,5
lie,149
steve,75
moonie,5
glued,18
press,316
spanish,40
friends,528
fourteen,78
named,170
box,2174
gold,101
pushed,261
near,294
carpenter,12
christopher,101
track,284
sweet,293
runs,222
grandmother,72
paddington,130
maryann,14
bring,1248
lemonade,53
grandpa,147
identified,3
walks,342
miller,16
leh,1
annie,93
rudolph,20
trick,127
sports,13
letters,275
turned,293
eight,476
full,396
cross,82
star,351
cocoa,52
means,344
dance,267
king,192
andy,70
dressed,190
higher,91
anywhere,154
u,135
v,159
coaches,10
being,510
tow,105
kim,71
terribly,11
singled,1
fit,628
running,295
cool,300
stink,16
spin,140
mummy,174
fairy,90
gigi,119
safely,60
mop,47
happen,355
pears,256
chin,109
growing,132
sweater,103
minutes,374
tea,711
pool,171
kids,567
doo,406
donna,106
own,377
dana,15
stairs,335
fix,946
otherwise,37
ariel,188
olivia,132
choo,294
stove,114
buses,20
turkey,237
below,52
trees,434
falling,275
fox,173
six,605
texas,101
barrette,43
mailbox,42
hoho,2
tick,144
stew,67
mailmen,3
doodle,60
oy,84
cookie,828
nor,4
da,167
bells,65
snowball,17
quick,477
dirt,211
cutters,10
lollipop,212
chops,29
surprised,120
vroom,151
outta,67
sand,189
mark,104
fierce,7
ran,360
twist,40
fisher,5
men,196
fraser,200
nicked,1
tomorrow,652
frederick,57
switch,138
leaned,11
bonk,117
tv,434
themselves,82
perla,8
rough,100
books,697
acting,37
film,36
tanks,11
dropped,251
beads,174
yak,9
nibbled,180
cottage,68
wrench,52
lunch,705
share,166
worry,157
drinking,231
drag,59
parked,22
gas,125
neat,374
peel,83
gotcha,40
q,64
microphone,673
run,530
r,171
mouse,354
marty,40
ot,14
pops,30
refrigerator,329
spiders,38
chased,60
shining,29
bernie,4
ernie,233
babble,3
ramp,58
y,163
moment,80
danny,62
dollars,123
machine,141
opened,140
hate,109
attention,61
computer,51
dong,34
rabbit,404
twirl,20
plate,492
completely,37
missing,216
snip,225
watching,215
quite,284
ahead,863
louis,3
jumped,216
fun,857
maine,52
round,433
illustrations,3
outdoor,5
chickens,109
sticks,171
apricot,13
venus,11
saying,657
popped,106
squares,38
happening,224
awesome,38
letting,34
vitamins,38
stirring,24
leaf,610
merrily,20
feelings,14
jeans,28
pay,102
told,735
noodle,76
steam,49
sound,343
both,501
handle,111
since,192
runny,37
tanya,63
style,14
holes,260
curly,45
counter,66
breath,35
awhile,56
mule,11
north,76
notebook,6
monkey,445
flintstones,16
rocking,179
glue,129
movie,290
gotta,716
angry,130
shaft,10
scratchy,61
rain,312
cucumbers,30
crust,25
cupcakes,28
reading,349
slide,293
cheek,49
shaking,45
pictures,511
babysitting,10
wrong,458
nothing,534
bike,216
hampshire,32
cost,26
helmet,364
alive,61
life,105
toe,153
slippers,89
cherry,291
janet,23
bo,11
kissed,68
forests,61
farm,259
matching,51
sits,64
zoo,385
lil,385
gently,100
jar,106
family,139
cannot,99
knot,49
teddy,350
rip,93
bugs,220
excuse,364
peas,129
rolling,180
games,147
christmas,339
woman,134
eats,141
gross,90
snap,328
borders,6
eggs,426
special,372
loved,89
lake,35
whose,352
watermelon,243
music,338
sesame,87
crawled,13
stopped,173
angela,6
present,230
closet,236
hats,120
philosophy,5
rather,147
flutter,1
bouncing,40
recently,35
shake,459
toward,45
corn,381
month,60
boots,313
knife,169
gave,624
l,213
rinsing,5
kangaroo,200
plenty,89
kiwi,6
suit,113
del,1
bumpy,43
mary,122
recorder,376
forty,79
nests,10
bookstore,10
barnes,35
gymboree,27
sour,22
vacuum,55
toothbrush,132
shells,52
peep,85
reach,235
holding,267
telephone,300
miss,450
bounce,333
lately,50
passengers,112
gives,114
cook,353
needed,67
whispered,40
math,22
pie,653
goggles,4
thanksgiving,49
spell,276
dark,329
frog,432
january,22
dress,421
kinda,329
pasta,52
join,27
brought,361
shiny,96
blimp,4
milkshake,23
licking,24
barnyard,8
meeting,40
lotta,41
becky,82
furniture,58
n,290
tusks,226
j,265
squeak,170
raccoons,8
buttery,5
card,142
turning,169
w,171
fair,103
perfect,93
market,61
phooey,26
beam,10
ugh,68
cute,466
branch,36
late,242
gain,5
takes,210
each,359
allergic,14
catch,612
quarter,96
brussels,34
joe,78
record,204
clang,9
octopus,61
indian,70
rollie,10
sixteenth,12
cafeteria,44
hers,53
pierre,14
earth,115
stood,86
sort,195
laughed,86
pushing,137
alone,245
fixing,84
hamburger,111
cushion,14
drive,354
stretch,44
terrible,114
nut,91
tower,276
teacher,236
laney,20
twelve,156
idaho,18
fur,76
neck,329
stays,90
person,315
rainy,27
along,407
lying,86
wonder,332
belong,131
wink,12
wave,76
ups,20
jeanne,7
pants,388
muzzle,15
wall,372
bumped,76
guard,31
drip,55
jenna,4
drives,84
julius,26
cinderella,237
kittens,113
voice,177
lay,301
billy,82
breast,20
dat,43
hum,65
lives,334
lamb,131
gloves,49
hearing,17
loop,41
nathan,52
wrap,55
swifts,4
lots,583
tulip,21
bakery,72
stretched,33
swing,303
sixteen,49
plant,141
meat,251
during,101
roof,120
bubba,11
tub,66
waiting,200
hurry,284
cone,240
microphones,18
sebastian,12
alleyways,4
frost,6
wax,27
meant,89
glad,195
apart,233
spanking,49
upstairs,315
sixty,37
dinosaur,394
liam,81
henry,82
giraffes,42
mexico,25
pans,35
goat,127
lassie,66
mold,13
anthony,25
phew,10
rate,7
tummy,217
tinker,47
bounces,40
lonely,40
dolls,133
reaching,31
comfortable,75
blinking,17
nigh,1
male,48
states,50
tracks,111
astronaut,25
karen,32
aimee,30
swimmers,32
offered,7
goose,105
yellows,10
ripe,44
poor,403
barbecue,17
belly,217
pounce,6
particular,23
kate,67
sausage,219
talked,96
reporters,20
huey,28
california,50
balloons,148
lived,140
answer,165
taste,328
jim,18
wood,161
carl,44
elephant,922
crackers,134
yoko,5
blanket,296
detach,2
flying,247
pattern,18
control,20
bing,21
darleen,2
bee,204
riding,221
knows,169
view,44
david,161
recipe,27
vacation,90
puppy,499
makes,597
tripped,14
sunk,4
mrs,436
spicy,21
learn,263
cart,43
sounds,346
mine,614
francis,15
toes,305
most,231
real,823
tasty,113
la,164
barbers,1
armor,10
warned,9
blonde,21
especially,58
ought,51
songs,90
squirrels,48
badly,11
skin,126
somebody,491
goodbye,260
kent,146
cupcake,198
easter,168
laying,42
raining,158
pointed,37
pair,183
steps,90
clay,94
betty,113
keeping,37
cookies,575
marble,45
hall,67
gentle,167
hurting,45
imports,1
lilac,4
small,903
presents,96
meaning,11
yack,19
thinks,112
drooling,11
blew,76
smooth,112
throat,74
butthead,8
bush,37
faces,57
blowing,107
mail,207
tuesday,245
inches,23
putting,543
chirp,18
hammer,266
listened,29
itchy,28
daylight,11
wastebasket,26
tired,616
donny,24
napkins,42
hide,246
drake,1
timer,18
cleaning,134
pitcher,49
poops,4
orchid,4
cant,5
swam,42
stayed,286
smash,36
stepped,60
drown,11
peter,184
announcements,1
cake,856
virginia,37
protective,1
sugars,12
wee,466
kevin,29
mama,565
thanks,492
bread,446
seen,565
scooter,63
mall,71
isabelle,32
bottles,167
toast,243
tunnel,183
haircuts,1
afraid,208
tissue,80
terrific,79
reds,11
bunnies,59
yard,156
parts,73
packed,124
picnic,381
slips,9
bow,134
london,23
broken,435
headache,28
town,176
smaller,147
god,392
pity,6
