word_raw,count
bath,1035
makes,597
some,8394
carpet,147
that,41067
little,9717
okay,23111
wire,85
children,272
like,17035
oh,28962
do,27116
ceiling,60
over,5975
adam,1375
my,7563
is,33247
can,17024
in,27518
brunswick,8
sandwich,365
ran,360
think,9530
shoes,643
then,5800
pretty,2157
microphone,673
the,95530
you,114059
on,24565
look,11319
he,19102
put,12023
sweets,166
what,43867
off,3937
a,65066
won,86
other,3334
baby,5302
bits,24
might,951
wait,2204
where,7301
this,24681
front,605
find,2219
how,8870
ate,2006
buzzer,7
dumbo,45
night,1706
eat,4996
up,12569
engine,272
close,952
come,7853
hole,618
just,8147
away,2391
it,53730
pulled,128
sprouts,42
ooh,1164
are,17847
again,2473
looked,506
out,8981
chimney,406
hon,120
go,15721
well,7223
home,1744
no,18259
get,11455
people,1256
your,22422
throw,1485
at,9987
down,7164
rice,353
something,3311
so,9107
sweetest,3
betty,113
miss,450
yeah,18648
his,6219
parts,73
want,13465
dog,1888
here,16461
could,2849
chi,3538
and,45270
thought,1258
back,5487
be,7804
train,1083
bear,2811
landed,168
friday,340
for,12455
meow,321
but,7214
i,43635
tea,711
stairs,335
cha,174
warm,442
walking,364
after,1552
am,893
to,42483
mhm,4025
temper,3
kind,2260
too,6039
have,18409
wants,815
cool,300
roar,51
once,430
us,1782
with,12312
say,5582
good,9541
her,6358
of,17549
know,11998
got,6150
about,5994
six,605
coffee,922
school,1901
ready,2066
basketball,59
dragon,112
um,2634
tooth,158
pool,171
done,1482
me,14001
build,533
everything,780
yummy,464
would,4833
yesterday,685
all,10154
chick,92
did,12544
will,3052
yourself,664
let,4136
new,1701
glove,50
sit,2779
step,182
wishing,9
stir,129
cleaned,58
right,14360
fall,737
alligator,153
gypped,4
cow,745
sign,124
was,11708
letter,448
swimming,352
peaceful,35
there,17463
mommy,4881
sure,2061
great,1641
not,10260
wanna,6227
later,898
story,1270
river,153
p,275
also,507
time,3368
show,1798
watch,1802
detail,3
going,6453
interested,68
two,4737
figure,135
one,18424
very,4924
an,3415
threading,1
nap,460
diapers,69
caterpillar,1228
successful,2
squirrel,105
read,2965
obscene,1
thank,3204
top,1202
been,1084
arms,212
choke,174
while,1034
them,7184
see,16338
take,4372
same,705
catch,612
gonna,10380
went,2617
honey,3509
place,635
gas,125
dirty,767
we,17758
or,3883
sleeping,420
said,5734
hi,1842
presidents,5
awake,64
were,3495
bottle,529
work,1183
abe,1316
by,1830
book,4156
star,351
fell,879
hungry,1925
who,5473
more,4949
hold,1320
dessert,171
public,9
soup,406
color,1894
brought,361
wow,2512
before,1160
open,1721
clown,299
leaves,295
when,5648
diaper,426
under,990
mashed,47
hafta,331
help,2106
huh,7126
rabbit,404
clothes,489
hello,1605
game,559
third,89
oliver,178
stuff,942
movie,290
squeeze,111
muffins,36
missed,214
hand,1320
standing,223
chicken,647
green,1742
elmo,302
mix,203
sarah,1507
alright,4329
each,359
mrs,436
sloth,26
camping,53
times,200
push,1341
hee,412
she,9224
probably,683
yes,6549
because,4283
bob,169
make,5618
their,1675
through,2544
else,3246
fork,191
four,1326
asian,259
hospital,163
bike,216
those,3749
really,2818
three,2274
name,2204
driver,179
give,2762
miracle,13
mind,221
big,5321
cars,555
ball,2914
anyway,348
whoops,1050
key,149
way,2997
if,5719
trying,682
clean,901
rhymes,37
now,9266
babies,403
sunday,535
around,2363
saturdays,5
splashing,28
yep,1395
trees,434
penny,138
first,2073
newborn,14
bread,446
cake,856
helped,75
ever,672
nice,3465
knocks,25
fish,989
flickering,1
jumped,216
red,2186
uh,2403
cry,245
leaf,610
into,2016
set,587
legs,346
daddy,3549
operation,6
care,337
dial,53
sheep,226
basket,330
hat,1288
drink,1217
him,4577
scotch,15
princess,145
they,10824
picking,114
during,101
door,1302
travel,46
chair,1426
type,103
riding,221
neck,329
may,767
