loss,phon_loss,phon_cosine_similarity,phon_euclidean_distance,phon_feature_accuracy,phon_phoneme_wise_accuracy,phon_word_accuracy,closest_phoneme_l1_accuracy,closest_phoneme_l2_accuracy,closest_phoneme_cosine_accuracy
0.7923020124435425,0.7923020124435425,0.18325109779834747,4.1792683601379395,0.4685606062412262,0.0,0.0,0.02500000037252903,0.02500000037252903,0.2549999952316284
0.645763635635376,0.645763635635376,0.1590413749217987,3.534327507019043,0.6181331872940063,0.0,0.0,0.02139037474989891,0.02139037474989891,0.28877004981040955
0.5646278262138367,0.5646278262138367,0.22117210924625397,3.046809434890747,0.7150194644927979,0.0,0.0,0.016949152573943138,0.016949152573943138,0.4624697268009186
0.5129488706588745,0.5129488706588745,0.227828711271286,2.6972360610961914,0.7760605812072754,0.0,0.0,0.007499999832361937,0.007499999832361937,0.4749999940395355
0.48024681210517883,0.48024681210517883,0.21750998497009277,2.4483773708343506,0.8149802684783936,0.0,0.0,0.009828009642660618,0.009828009642660618,0.5159705281257629
0.4542299509048462,0.4542299509048462,0.2815530300140381,2.134639263153076,0.8586629629135132,0.0,0.0,0.005089058540761471,0.005089058540761471,0.6895674467086792
0.4326087534427643,0.4326087534427643,0.2755153775215149,2.0202603340148926,0.8736023306846619,0.0,0.0,0.01604278013110161,0.01604278013110161,0.6096256971359253
0.4188879430294037,0.4188879430294037,0.3151809871196747,1.8643770217895508,0.8912307620048523,0.0,0.0,0.013966480270028114,0.013966480270028114,0.6759776473045349
0.4060801565647125,0.4060801565647125,0.3136567175388336,1.7613940238952637,0.9028812646865845,0.0,0.0,0.013661202043294907,0.013661202043294907,0.6065573692321777
0.38856592774391174,0.38856592774391174,0.35402292013168335,1.7017879486083984,0.9092578887939453,0.0,0.0,0.013774104416370392,0.013774104416370392,0.6831955909729004
0.3808700442314148,0.3808700442314148,0.3355932831764221,1.6930118799209595,0.9103277921676636,0.0,0.0,0.008746355772018433,0.008746355772018433,0.6326530575752258
0.378347247838974,0.378347247838974,0.3553556203842163,1.7295886278152466,0.906052827835083,0.0,0.0,0.005141388159245253,0.005141388159245253,0.5501285195350647
0.3590807318687439,0.3590807318687439,0.3893917202949524,1.6001166105270386,0.9205963611602783,0.0,0.0,0.005347593687474728,0.005347593687474728,0.6791443824768066
0.36357834935188293,0.36357834935188293,0.32220274209976196,1.658230185508728,0.914283275604248,0.0,0.0,0.0,0.0,0.5421348214149475
0.3581660985946655,0.3581660985946655,0.31262409687042236,1.6706634759902954,0.9131213426589966,0.0,0.0,0.007389162667095661,0.007389162667095661,0.5147783160209656
0.35717782378196716,0.35717782378196716,0.26347729563713074,1.7053216695785522,0.909649133682251,0.0,0.0,0.005263158120214939,0.005263158120214939,0.44736841320991516
0.357740193605423,0.357740193605423,0.24472752213478088,1.7162030935287476,0.9083922505378723,0.0,0.0,0.0028818442951887846,0.0028818442951887846,0.4149855971336365
0.3447709381580353,0.3447709381580353,0.2498347908258438,1.6632767915725708,0.9145021438598633,0.0,0.0,0.0,0.0,0.42307692766189575
0.33423230051994324,0.33423230051994324,0.29381871223449707,1.6487468481063843,0.9154908061027527,0.0,0.0,0.0,0.0,0.508905827999115
0.33501946926116943,0.33501946926116943,0.27658811211586,1.6578633785247803,0.9141280651092529,0.0,0.0,0.0,0.0,0.5092348456382751
0.3305169343948364,0.3305169343948364,0.32180577516555786,1.6322829723358154,0.9171571731567383,0.0,0.0,0.0,0.0,0.5341726541519165
0.33358752727508545,0.33358752727508545,0.24622906744480133,1.7072978019714355,0.909490704536438,0.0,0.0,0.0052770450711250305,0.0052770450711250305,0.42216357588768005
0.3345279097557068,0.3345279097557068,0.28129276633262634,1.733119010925293,0.906546950340271,0.0,0.0,0.0024691359139978886,0.0024691359139978886,0.4148148000240326
0.3257935047149658,0.3257935047149658,0.26303476095199585,1.6854161024093628,0.9117896556854248,0.0,0.0,0.0025445292703807354,0.0025445292703807354,0.3994911015033722
0.3178057074546814,0.3178057074546814,0.3727823495864868,1.6278562545776367,0.9167317748069763,0.0,0.0,0.008595988154411316,0.008595988154411316,0.6590257883071899
0.3120604455471039,0.3120604455471039,0.35072940587997437,1.6166213750839233,0.9183784127235413,0.0,0.0,0.0044742729514837265,0.0044742729514837265,0.6196867823600769
0.30779463052749634,0.30779463052749634,0.3444356322288513,1.6104435920715332,0.9193643927574158,0.0,0.0,0.007317073177546263,0.007317073177546263,0.6195122003555298
0.3067563772201538,0.3067563772201538,0.36315831542015076,1.616078495979309,0.9184740781784058,0.0,0.0,0.0,0.0,0.6472080945968628
0.3140096366405487,0.3140096366405487,0.3722544312477112,1.6680792570114136,0.9132195711135864,0.0,0.0,0.0,0.0,0.5784061551094055
0.30621135234832764,0.30621135234832764,0.35016557574272156,1.6331478357315063,0.9170749187469482,0.0,0.0,0.0,0.0,0.5718562602996826
0.30861741304397583,0.30861741304397583,0.32694289088249207,1.6761802434921265,0.9117995500564575,0.0,0.0,0.0,0.0,0.589385449886322
0.31284892559051514,0.31284892559051514,0.36494794487953186,1.6695319414138794,0.9123212099075317,0.0,0.0,0.0,0.0,0.6142131686210632
0.3044968247413635,0.3044968247413635,0.30375272035598755,1.6747238636016846,0.9126231670379639,0.0,0.0,0.0,0.0,0.5255623459815979
0.31969383358955383,0.31969383358955383,0.2712227404117584,1.7384992837905884,0.9056437611579895,0.0,0.0,0.0,0.0,0.44708994030952454
0.306205153465271,0.306205153465271,0.293099582195282,1.6910818815231323,0.9108296036720276,0.0,0.0,0.0,0.0,0.5081967115402222
0.3100593686103821,0.3100593686103821,0.26925837993621826,1.712087869644165,0.9088601469993591,0.0,0.0,0.0,0.0,0.4568527936935425
0.31025123596191406,0.31025123596191406,0.27577146887779236,1.7250909805297852,0.9070758819580078,0.0,0.0,0.0,0.0,0.46547314524650574
0.31684982776641846,0.31684982776641846,0.28114238381385803,1.75849187374115,0.9036481380462646,0.0,0.0,0.0,0.0,0.4150485396385193
0.30210715532302856,0.30210715532302856,0.32589203119277954,1.6772425174713135,0.9123232364654541,0.0,0.0,0.0,0.0,0.5093333125114441
0.29474061727523804,0.29474061727523804,0.3638128638267517,1.6258777379989624,0.917311429977417,0.0,0.0,0.0,0.0,0.5319148898124695
0.29186445474624634,0.29186445474624634,0.3986928164958954,1.6085413694381714,0.918849527835846,0.0,0.0,0.0,0.0,0.7118644118309021
0.30658838152885437,0.30658838152885437,0.3736666738986969,1.6874160766601562,0.9106305837631226,0.0,0.0,0.004618937615305185,0.004618937615305185,0.570438802242279
0.29830190539360046,0.29830190539360046,0.37103989720344543,1.6469426155090332,0.9150547981262207,0.0,0.0,0.0,0.0,0.5957446694374084
0.29873451590538025,0.29873451590538025,0.29402345418930054,1.6780970096588135,0.9126262664794922,0.0,0.0,0.0023809524718672037,0.0023809524718672037,0.48571428656578064
0.2996795177459717,0.2996795177459717,0.24249961972236633,1.7111101150512695,0.9089152216911316,0.0,0.0,0.0,0.0,0.43478259444236755
0.2929421365261078,0.2929421365261078,0.24499927461147308,1.6800599098205566,0.9123408198356628,0.0,0.0,0.0,0.0,0.426086962223053
0.3012877404689789,0.3012877404689789,0.25410962104797363,1.7041276693344116,0.9090909361839294,0.0,0.0,0.0,0.0,0.46348315477371216
0.28816115856170654,0.28816115856170654,0.27723610401153564,1.6523408889770508,0.9153972268104553,0.0,0.0,0.0,0.0,0.4648648500442505
0.27917030453681946,0.27917030453681946,0.348907470703125,1.611777424812317,0.9193413853645325,0.0,0.0,0.0,0.0,0.6131078004837036
