word_raw,count
a,nan
a's,nan
aaron,nan
ab,nan
abandon,nan
abandoned,nan
abandoning,nan
abbey,nan
abbot,nan
abbott,nan
abbreviated,nan
abbreviation,nan
abbreviations,nan
abdomen,nan
abdominal,nan
abe,nan
abide,nan
abigail,nan
abilities,nan
ability,nan
able,nan
abnormal,nan
abnormalities,nan
abnormally,nan
aboard,nan
abode,nan
abolish,nan
abolished,nan
abolition,nan
abolitionist,nan
abolitionists,nan
aborigines,nan
abortion,nan
abortions,nan
abound,nan
about,nan
above,nan
abraham,nan
abrasive,nan
abreast,nan
abroad,nan
abrupt,nan
abruptly,nan
absence,nan
absences,nan
absent,nan
absolute,nan
absolutely,nan
absorb,nan
absorbed,nan
absorbing,nan
absorbs,nan
absorption,nan
abstract,nan
absurd,nan
abu,nan
abundance,nan
abundant,nan
abuse,nan
abused,nan
abuses,nan
abyss,nan
academic,nan
academy,nan
accelerate,nan
accelerated,nan
accelerating,nan
acceleration,nan
accelerator,nan
accent,nan
accept,nan
acceptable,nan
acceptance,nan
accepted,nan
accepting,nan
accepts,nan
access,nan
accessible,nan
accessories,nan
accident,nan
accidental,nan
accidentally,nan
accidents,nan
accommodate,nan
accommodation,nan
accompanied,nan
accompanies,nan
accompaniment,nan
accompany,nan
accompanying,nan
accomplish,nan
accomplished,nan
accomplishing,nan
accomplishment,nan
accomplishments,nan
accord,nan
accordance,nan
accorded,nan
according,nan
accordingly,nan
account,nan
accountability,nan
accountant,nan
accountants,nan
accounted,nan
accounting,nan
accounts,nan
accumulate,nan
accumulated,nan
accumulates,nan
accumulating,nan
accumulation,nan
accuracy,nan
accurate,nan
accurately,nan
accusation,nan
accused,nan
accusing,nan
accustomed,nan
ace,nan
acetate,nan
ache,nan
ached,nan
aches,nan
achieve,nan
achieved,nan
achievement,nan
achievements,nan
achieving,nan
achilles,nan
aching,nan
acid,nan
acidic,nan
acids,nan
acknowledge,nan
acknowledged,nan
acknowledging,nan
acorn,nan
acorns,nan
acquaintance,nan
acquaintances,nan
acquainted,nan
acquire,nan
acquired,nan
acquires,nan
acquiring,nan
acquisition,nan
acre,nan
acres,nan
across,nan
act,nan
acted,nan
acting,nan
action,nan
actions,nan
activated,nan
active,nan
actively,nan
activities,nan
activity,nan
actor,nan
actors,nan
actress,nan
acts,nan
actual,nan
actually,nan
acute,nan
acutely,nan
ad,nan
ada,nan
adam,nan
adam's,nan
adams,nan
adapt,nan
adaptability,nan
adaptable,nan
adaptation,nan
adaptations,nan
adapted,nan
adapting,nan
adaptive,nan
add,nan
added,nan
addiction,nan
addicts,nan
adding,nan
addition,nan
additional,nan
additions,nan
additives,nan
address,nan
addressed,nan
addresses,nan
addressing,nan
adds,nan
adept,nan
adequate,nan
adequately,nan
adhere,nan
adherence,nan
adhesive,nan
adjacent,nan
adjective,nan
adjectives,nan
adjoining,nan
adjust,nan
adjustable,nan
adjusted,nan
adjusting,nan
adjustment,nan
adjustments,nan
administer,nan
administered,nan
administering,nan
administration,nan
administrative,nan
administrator,nan
administrators,nan
admirable,nan
admiral,nan
admiration,nan
admire,nan
admired,nan
admirers,nan
admiring,nan
admission,nan
admit,nan
admitted,nan
admitting,nan
adobe,nan
adolescence,nan
adolescent,nan
adolescents,nan
adolf,nan
adopt,nan
adopted,nan
adopting,nan
adoption,nan
adorned,nan
adrenal,nan
ads,nan
adult,nan
adulthood,nan
adults,nan
advance,nan
advanced,nan
advancement,nan
advances,nan
advancing,nan
advantage,nan
advantageous,nan
advantages,nan
advent,nan
adventure,nan
adventurer,nan
adventurers,nan
adventures,nan
adventurous,nan
adverb,nan
adverbs,nan
adversary,nan
adverse,nan
advertise,nan
advertised,nan
advertisement,nan
advertisements,nan
advertisers,nan
advertising,nan
advice,nan
advisable,nan
advise,nan
advised,nan
adviser,nan
advisers,nan
advises,nan
advising,nan
advisor,nan
advisors,nan
advisory,nan
advocate,nan
advocated,nan
advocates,nan
aegean,nan
aerial,nan
aerin,nan
aerobic,nan
aeronautics,nan
aesthetic,nan
afar,nan
affair,nan
affairs,nan
affect,nan
affected,nan
affecting,nan
affection,nan
affectionate,nan
affectionately,nan
affective,nan
affects,nan
affiliation,nan
affirm,nan
affirmative,nan
afflicted,nan
affluence,nan
affluent,nan
afford,nan
afforded,nan
affords,nan
afghanistan,nan
afloat,nan
afraid,nan
africa,nan
