word_raw,count
a,nan
about,nan
above,nan
add,nan
after,nan
again,nan
air,nan
all,nan
almost,nan
along,nan
also,nan
always,nan
america,nan
an,nan
and,nan
animal,nan
another,nan
answer,nan
any,nan
are,nan
around,nan
as,nan
ask,nan
at,nan
away,nan
back,nan
be,nan
because,nan
been,nan
before,nan
began,nan
begin,nan
below,nan
between,nan
big,nan
body,nan
book,nan
both,nan
boy,nan
but,nan
by,nan
call,nan
came,nan
can,nan
car,nan
carry,nan
change,nan
children,nan
city,nan
close,nan
color,nan
come,nan
could,nan
country,nan
cut,nan
day,nan
did,nan
different,nan
do,nan
does,nan
don't,nan
down,nan
each,nan
earth,nan
eat,nan
end,nan
enough,nan
even,nan
every,nan
example,nan
eye,nan
face,nan
family,nan
far,nan
father,nan
feet,nan
few,nan
find,nan
first,nan
follow,nan
food,nan
for,nan
form,nan
found,nan
four,nan
from,nan
get,nan
girl,nan
give,nan
go,nan
good,nan
got,nan
great,nan
group,nan
grow,nan
had,nan
hand,nan
hard,nan
has,nan
have,nan
he,nan
head,nan
hear,nan
help,nan
her,nan
here,nan
high,nan
him,nan
his,nan
home,nan
house,nan
how,nan
i,nan
idea,nan
if,nan
important,nan
in,nan
indian,nan
into,nan
is,nan
it,nan
just,nan
keep,nan
kind,nan
know,nan
land,nan
large,nan
last,nan
late,nan
learn,nan
leave,nan
left,nan
let,nan
letter,nan
life,nan
light,nan
like,nan
line,nan
list,nan
little,nan
live,nan
long,nan
look,nan
made,nan
make,nan
man,nan
many,nan
may,nan
me,nan
mean,nan
men,nan
might,nan
mile,nan
miss,nan
more,nan
most,nan
mother,nan
mountain,nan
move,nan
much,nan
music,nan
must,nan
my,nan
name,nan
near,nan
need,nan
never,nan
new,nan
next,nan
night,nan
no,nan
not,nan
now,nan
number,nan
of,nan
off,nan
often,nan
oil,nan
old,nan
on,nan
once,nan
one,nan
only,nan
open,nan
or,nan
other,nan
our,nan
out,nan
over,nan
own,nan
page,nan
paper,nan
part,nan
people,nan
picture,nan
place,nan
plant,nan
play,nan
point,nan
put,nan
read,nan
real,nan
right,nan
river,nan
run,nan
said,nan
same,nan
saw,nan
say,nan
school,nan
sea,nan
second,nan
see,nan
seem,nan
sentence,nan
set,nan
she,nan
should,nan
show,nan
side,nan
small,nan
so,nan
some,nan
something,nan
sometimes,nan
song,nan
soon,nan
sound,nan
spell,nan
start,nan
state,nan
still,nan
stop,nan
story,nan
study,nan
such,nan
take,nan
talk,nan
tell,nan
than,nan
that,nan
the,nan
their,nan
them,nan
then,nan
there,nan
these,nan
they,nan
thing,nan
think,nan
this,nan
those,nan
thought,nan
three,nan
through,nan
time,nan
to,nan
together,nan
too,nan
took,nan
tree,nan
try,nan
turn,nan
two,nan
under,nan
until,nan
up,nan
us,nan
use,nan
very,nan
walk,nan
want,nan
was,nan
watch,nan
water,nan
way,nan
we,nan
well,nan
went,nan
were,nan
what,nan
when,nan
where,nan
which,nan
while,nan
white,nan
who,nan
why,nan
will,nan
with,nan
without,nan
word,nan
work,nan
world,nan
would,nan
write,nan
year,nan
you,nan
young,nan
your,nan
